vel_x,vel_y,vel_z,omega_x,omega_y,omega_z,FR_hip_pos,FR_thigh_pos,FR_calf_pos,FL_hip_pos,FL_thigh_pos,FL_calf_pos,RR_hip_pos,RR_thigh_pos,RR_calf_pos,RL_hip_pos,RL_thigh_pos,RL_calf_pos,FR_hip_vel,FR_thigh_vel,FR_calf_vel,FL_hip_vel,FL_thigh_vel,FL_calf_vel,RR_hip_vel,RR_thigh_vel,RR_calf_vel,RL_hip_vel,RL_thigh_vel,RL_calf_vel
0.014058,0.007965,-0.006762,-0.007896,-0.05281,-0.023544,-0.281963,-0.301972,0.702707,-0.16739,-0.527892,0.875746,0.190735,-0.514862,0.89399,0.293764,-0.275663,0.590829,0.457912,-0.009512,1.51586,-0.016676,0.161004,-0.109052,-0.005948,0.02875,0.10477,-0.425894,-1.042364,1.52848
0.007033,0.010498,0.007205,0.06147,-0.044876,-0.028062,-0.268938,-0.313381,0.743668,-0.168473,-0.525837,0.874705,0.19024,-0.514909,0.895861,0.279766,-0.303577,0.628144,0.779281,-1.11536,2.417036,-0.084769,0.068907,-0.01056,-0.038754,-0.019378,0.091006,-0.951874,-1.574017,2.132228
-0.008159,0.012125,0.02256,-0.056637,0.064068,-0.035936,-0.249143,-0.34503,0.790795,-0.169348,-0.526768,0.876097,0.190082,-0.516323,0.897323,0.257299,-0.343948,0.681537,1.162439,-1.899503,2.18775,0.026016,-0.190181,0.190435,0.031951,-0.092492,0.025167,-1.247442,-2.530713,3.071582
-0.02706,0.016608,0.037444,0.048436,0.169944,-0.022851,-0.227259,-0.391116,0.832701,-0.169808,-0.53392,0.882906,0.189828,-0.518568,0.895714,0.229913,-0.399603,0.743142,0.982922,-2.701133,1.875911,-0.032245,-0.520411,0.501261,-0.032284,-0.114764,-0.174641,-1.467147,-3.047313,3.133701
-0.053446,0.022101,0.047127,0.028704,0.354037,-0.022957,-0.208751,-0.450232,0.860338,-0.170788,-0.547945,0.895241,0.188824,-0.521852,0.890099,0.200666,-0.464212,0.804641,0.839165,-3.084338,0.652152,-0.017298,-0.990336,0.850071,-0.02983,-0.171439,-0.47022,-1.553242,-3.808635,3.281727
-0.041101,0.022404,0.006643,-0.165734,0.067032,-0.01639,-0.197834,-0.514423,0.887666,-0.170627,-0.551232,0.880299,0.189134,-0.520724,0.883308,0.170418,-0.543685,0.87741,-0.047796,-0.647263,-0.377283,0.177916,1.626838,-3.56143,0.358272,0.499874,-0.013064,-1.396734,-4.705974,6.527483
0.015873,-0.002132,-0.020333,-0.034941,-0.020849,-0.010017,-0.196292,-0.512845,0.890497,-0.172706,-0.5089,0.815102,0.197767,-0.503863,0.870779,0.165395,-0.563076,0.905986,0.047872,-0.036829,0.049589,-0.450152,2.608006,-3.235639,0.609543,1.208372,-1.35582,-0.004838,0.215775,-0.011936
0.022656,-0.007354,-0.034774,0.004237,-0.018526,-0.006591,-0.19645,-0.51212,0.889556,-0.185091,-0.45727,0.755237,0.212711,-0.46824,0.827319,0.165387,-0.561474,0.90416,0.019802,0.11292,-0.07645,-0.706228,2.502285,-2.787237,0.823897,2.22714,-2.551671,-0.019553,0.134527,-0.164712
0.027755,-0.010373,-0.047309,-0.038716,-0.107824,-0.01907,-0.196143,-0.509561,0.888582,-0.203133,-0.403115,0.69554,0.231818,-0.419187,0.776716,0.165753,-0.556205,0.8984,0.02334,0.138667,-0.020877,-1.042128,2.843557,-3.022518,1.050475,2.582311,-2.527456,0.054629,0.360179,-0.386762
0.029363,-0.013218,-0.053174,-0.013887,-0.14494,-0.013737,-0.195489,-0.506442,0.888994,-0.225931,-0.34773,0.638352,0.252567,-0.366307,0.728038,0.166642,-0.547555,0.889446,0.046841,0.152324,0.047794,-1.199577,2.644617,-2.676559,1.013491,2.654136,-2.202752,0.053643,0.483426,-0.497193
0.026415,-0.015245,-0.049387,-0.055583,-0.169128,-0.010697,-0.194167,-0.503234,0.890432,-0.249323,-0.296917,0.589975,0.272763,-0.317723,0.693281,0.168406,-0.537224,0.879068,0.066262,0.14803,0.081003,-1.073805,2.268049,-1.911665,0.929514,2.166698,-1.401973,0.109522,0.511208,-0.510952
0.019868,-0.017602,-0.033709,0.0024,-0.096834,0.008575,-0.193327,-0.500872,0.891805,-0.265959,-0.266805,0.56929,0.285718,-0.281917,0.67394,0.169767,-0.528904,0.870705,0.026833,0.098743,0.059817,-0.577102,0.808982,-0.351793,0.371444,1.388705,-0.390047,0.04461,0.329502,-0.326114
0.013983,-0.019259,-0.014539,-0.048084,-0.08202,0.012536,-0.192176,-0.499547,0.893061,-0.271328,-0.260767,0.573999,0.288392,-0.266668,0.681577,0.171467,-0.52355,0.865676,0.070427,0.030948,0.080858,0.013932,-0.159637,0.861694,-0.106275,0.184021,0.967982,0.104703,0.219544,-0.195756
0.005967,-0.021654,0.004224,0.023951,-0.007239,0.025018,-0.191906,-0.499804,0.894399,-0.264612,-0.282282,0.607816,0.278589,-0.271958,0.707802,0.172129,-0.521846,0.864097,0.011312,-0.037814,0.067031,0.58577,-1.588915,2.045818,-0.729106,-0.701979,1.770293,0.025171,0.018755,-0.007043
-0.005077,-0.023842,0.019072,-0.031293,0.000742,0.021839,-0.190699,-0.500981,0.895827,-0.248393,-0.316954,0.651611,0.262731,-0.297318,0.749993,0.173966,-0.522219,0.864861,0.070823,-0.087038,0.081971,0.968157,-1.953293,2.449987,-0.909037,-1.700426,2.182723,0.093635,-0.070317,0.083642
-0.022221,-0.026573,0.035994,-0.00436,0.110857,0.023113,-0.189621,-0.503367,0.896048,-0.225411,-0.368011,0.709765,0.243092,-0.339051,0.7898,0.17513,-0.527295,0.869793,0.049198,-0.143143,-0.034865,1.242714,-2.84851,3.012448,-1.008837,-2.40455,1.853016,0.041791,-0.366568,0.349181
-0.04232,-0.030168,0.047048,-0.086421,0.1768,0.011532,-0.187055,-0.506476,0.893596,-0.197414,-0.42758,0.768725,0.226431,-0.396127,0.821648,0.17757,-0.537657,0.879503,0.13893,-0.174719,-0.155735,1.404021,-2.951793,2.782892,-0.781173,-3.168526,1.205291,0.115744,-0.595406,0.544492
-0.061807,-0.033806,0.048482,-0.061023,0.308486,0.009583,-0.184806,-0.510374,0.887795,-0.170217,-0.492487,0.823523,0.211652,-0.461425,0.832681,0.179192,-0.553623,0.893354,0.105637,-0.18333,-0.389063,1.297424,-3.222418,2.355852,-0.668961,-3.303961,0.132643,0.08369,-0.892603,0.778482
-0.004138,-0.036105,-0.028672,0.168282,-0.061605,-0.035749,-0.185832,-0.506154,0.894521,-0.156106,-0.545841,0.898981,0.199905,-0.508054,0.881813,0.163288,-0.525165,0.851726,-0.232296,0.30327,-0.107181,-0.116111,0.011111,-0.113883,-0.126527,0.402451,0.100749,-0.411914,1.937952,-2.263686
0.026629,-0.027995,-0.044657,-0.028483,-0.040265,0.037322,-0.1932,-0.489602,0.870448,-0.156653,-0.538891,0.895012,0.199346,-0.504514,0.883354,0.170468,-0.466534,0.788906,-0.573949,1.328,-2.323026,0.075238,0.154239,-0.196233,0.102989,0.066621,-0.061492,0.815294,3.221066,-3.306838
0.033392,-0.023705,-0.048042,-0.070705,0.014709,0.019982,-0.205854,-0.452664,0.810135,-0.154156,-0.536739,0.892242,0.201677,-0.502133,0.880777,0.188354,-0.407213,0.727912,-0.714278,2.174458,-3.2658,0.13894,0.097015,-0.125637,0.124183,0.177153,-0.225208,1.005106,2.848525,-3.001515
0.048924,-0.021153,-0.054396,-0.019449,-0.061424,0.023646,-0.223341,-0.406926,0.748246,-0.15257,-0.531714,0.887312,0.203254,-0.497809,0.877548,0.212312,-0.345622,0.666801,-0.92399,2.381291,-3.016356,0.06323,0.328245,-0.349034,0.070005,0.211109,-0.13122,1.288452,2.972222,-2.743311
0.061595,-0.018778,-0.057558,-0.010537,-0.091035,-0.002013,-0.238838,-0.356578,0.693764,-0.151393,-0.523655,0.879414,0.204667,-0.493162,0.875609,0.236445,-0.293875,0.619298,-0.684864,2.481422,-2.266432,0.033864,0.425501,-0.401957,0.064392,0.235404,-0.087818,1.157966,2.209663,-2.087132
0.069749,-0.020447,-0.047903,0.039125,-0.108671,-0.00149,-0.251048,-0.31385,0.661318,-0.151752,-0.514512,0.871687,0.205261,-0.488412,0.874793,0.259873,-0.255008,0.584309,-0.411347,1.821018,-1.129282,-0.024271,0.43518,-0.354525,0.022968,0.228948,-0.013308,1.061567,1.489563,-1.210554
0.079477,-0.023801,-0.032419,0.023023,-0.07745,-0.018692,-0.250739,-0.285582,0.652616,-0.151456,-0.506696,0.866162,0.206084,-0.484152,0.875003,0.275773,-0.241084,0.576056,0.357491,0.932078,0.341881,0.006316,0.337641,-0.212759,0.049828,0.194609,0.020837,0.519433,0.08851,0.183359
0.084174,-0.028993,-0.013385,0.060739,-0.063803,-0.010218,-0.239113,-0.281225,0.674098,-0.15207,-0.500751,0.863573,0.206375,-0.48074,0.876002,0.283559,-0.247715,0.590758,0.856963,-0.348528,1.563588,-0.033192,0.254217,-0.072577,0.003985,0.148903,0.072503,0.205502,-0.720001,1.253453
0.082972,-0.034802,-0.000281,0.044899,0.003879,-0.029213,-0.213902,-0.298159,0.712903,-0.151906,-0.497578,0.863973,0.20706,-0.478089,0.876943,0.280599,-0.273352,0.626758,1.515097,-1.37523,2.353692,0.005382,0.075047,0.110953,0.035186,0.117442,0.013454,-0.400458,-1.622905,2.111964
0.075611,-0.042563,0.016731,0.012029,0.129955,-0.025294,-0.179382,-0.336847,0.761878,-0.150807,-0.50016,0.870115,0.208713,-0.476255,0.875502,0.26884,-0.318954,0.679172,1.869227,-2.434471,2.599103,0.068122,-0.254499,0.409932,0.099725,0.068572,-0.130947,-0.731128,-2.493511,2.718286
0.057128,-0.051831,0.029247,-0.045545,0.308235,-0.026197,-0.140012,-0.39549,0.810738,-0.148529,-0.510186,0.88242,0.211426,-0.475409,0.869946,0.249611,-0.377665,0.739025,2.035709,-3.379869,2.303013,0.180091,-0.696789,0.77502,0.184671,0.020128,-0.394124,-1.087455,-3.120674,3.018854
0.033336,-0.061794,0.033768,-0.174963,0.489982,-0.017478,-0.100718,-0.472716,0.850457,-0.144159,-0.529247,0.90204,0.215987,-0.475451,0.85864,0.223864,-0.443306,0.798596,1.93567,-4.142566,1.591901,0.336596,-1.089639,1.079759,0.35383,-0.011991,-0.65538,-1.271815,-3.141112,2.679643
0.035763,-0.068257,0.000836,-0.277664,0.224833,-0.000782,-0.075321,-0.550233,0.878178,-0.136102,-0.539595,0.900696,0.221036,-0.473288,0.846743,0.194989,-0.513907,0.86085,0.639224,-0.553154,-0.274523,0.550996,1.126307,-2.143364,0.312391,0.137261,-0.138645,-1.014761,-3.50735,4.320074
0.053507,-0.117138,-0.005519,0.16327,-0.020436,-0.019205,-0.071945,-0.547333,0.882496,-0.13991,-0.518471,0.868112,0.227143,-0.468468,0.836388,0.189946,-0.547928,0.905032,0.063461,-0.139585,0.393729,-0.754874,1.725333,-2.322789,0.38294,0.622934,-0.88969,0.022131,0.435435,0.030556
0.058973,-0.142011,-0.016239,0.142297,-0.174993,-0.057712,-0.069861,-0.54821,0.892464,-0.162373,-0.468243,0.809397,0.239697,-0.446084,0.805997,0.190826,-0.538045,0.899282,0.111109,0.005439,0.542863,-1.381681,2.698441,-3.049239,0.790169,1.540141,-2.12295,0.097609,0.536653,-0.428144
0.064396,-0.166028,-0.031168,0.006243,-0.315658,-0.055629,-0.065165,-0.547685,0.90556,-0.193135,-0.40463,0.74109,0.258453,-0.407736,0.760675,0.194829,-0.52283,0.887542,0.299924,0.05781,0.704495,-1.682458,3.495443,-3.631327,1.048735,2.145846,-2.281416,0.295756,0.896616,-0.692209
0.054336,-0.188034,-0.027939,0.019397,-0.264675,-0.035236,-0.058096,-0.547494,0.919433,-0.228373,-0.341923,0.678289,0.278872,-0.363201,0.714214,0.201583,-0.50625,0.874299,0.329069,0.006647,0.666506,-1.821247,2.715194,-2.696996,0.9154,2.263209,-2.26601,0.362732,0.790252,-0.605996
0.050182,-0.210289,-0.023585,-0.088975,-0.26316,-0.027628,-0.04982,-0.547966,0.932822,-0.26468,-0.295513,0.629513,0.294893,-0.32081,0.677938,0.209805,-0.491279,0.862447,0.511192,-0.026875,0.689968,-1.750837,2.187268,-2.338452,0.697811,1.889127,-1.232189,0.501708,0.781131,-0.594277
0.039985,-0.230776,-0.007833,-0.006849,-0.139696,-0.00688,-0.040099,-0.549716,0.945711,-0.295108,-0.268485,0.601659,0.302309,-0.289415,0.662013,0.219954,-0.478864,0.852654,0.48594,-0.136269,0.630964,-1.283176,0.392069,-0.514121,-0.008201,1.282572,-0.31504,0.473007,0.467356,-0.354705
0.034333,-0.253862,0.004731,-0.143575,-0.131024,0.006681,-0.029431,-0.552812,0.957803,-0.313864,-0.272036,0.599914,0.295711,-0.27382,0.674153,0.231041,-0.470972,0.847299,0.601206,-0.178894,0.596947,-0.591115,-0.476443,0.233675,-0.599698,0.254627,1.381114,0.650022,0.35475,-0.222304
0.020856,-0.275608,0.02192,-0.040931,-0.017148,0.020479,-0.017326,-0.557556,0.969897,-0.31921,-0.294631,0.620056,0.275621,-0.279623,0.709702,0.243869,-0.466325,0.844868,0.585303,-0.281746,0.602209,0.004662,-1.894301,1.771096,-1.366026,-0.738309,2.032933,0.590054,0.0944,0.023201
0.011184,-0.300361,0.030893,-0.096244,0.003116,0.035867,-0.005211,-0.56384,0.981564,-0.313215,-0.337588,0.659734,0.244249,-0.304719,0.758643,0.256577,-0.465939,0.846332,0.643174,-0.347012,0.578997,0.627614,-2.258464,2.141348,-1.738742,-1.736776,2.71239,0.692226,-0.028803,0.110156
-0.010673,-0.326243,0.045651,0.016564,0.127291,0.039456,0.007548,-0.572098,0.993392,-0.296733,-0.387639,0.709981,0.206236,-0.350529,0.812386,0.269976,-0.46885,0.850119,0.61345,-0.483374,0.545851,0.971779,-3.006428,2.994454,-1.998823,-2.688965,2.405656,0.632139,-0.340134,0.349645
-0.04048,-0.362249,0.059975,-0.184735,0.258145,0.064334,0.021279,-0.582113,1.00205,-0.271684,-0.450335,0.767793,0.170238,-0.412691,0.855872,0.283974,-0.479553,0.86026,0.832803,-0.508534,0.290893,1.823462,-3.482667,2.97668,-1.47813,-3.566751,1.873721,0.845025,-0.772399,0.746749
-0.09441,-0.414256,0.084596,-0.412331,0.539017,0.145313,0.03968,-0.594047,1.005927,-0.226044,-0.527993,0.831625,0.146146,-0.490184,0.877637,0.302549,-0.50081,0.878998,1.107357,-0.599412,-0.208267,3.328538,-5.254764,4.220263,-0.734835,-4.324068,0.052717,1.082855,-1.631755,1.465927
-0.038258,-0.381003,0.05131,0.3974,0.034915,0.071989,0.041478,-0.60548,1.018317,-0.205032,-0.56655,0.872413,0.141304,-0.523152,0.896808,0.304906,-0.46945,0.823445,-0.376387,-0.081568,-0.68742,0.379827,-0.23983,0.820597,0.449713,0.503693,-0.091554,0.197703,2.257675,-3.00535
-0.012374,-0.357114,0.021088,0.215397,0.027529,0.072835,0.020869,-0.583383,0.963294,-0.194137,-0.575045,0.886021,0.150268,-0.519677,0.892629,0.311011,-0.423251,0.764896,-1.5681,1.860067,-3.706824,0.609372,-0.3248,0.575612,0.519264,0.193848,-0.209843,0.262223,2.26686,-2.655975
0.016721,-0.346696,-0.015658,-0.004351,-0.06912,0.031215,-0.016947,-0.530743,0.878952,-0.180841,-0.577645,0.892313,0.162236,-0.515723,0.88915,0.317584,-0.375968,0.71234,-2.08457,3.204513,-4.33802,0.723418,0.042384,0.104849,0.664937,0.245652,-0.149343,0.326122,2.378642,-2.654505
0.032906,-0.341951,-0.036932,0.00842,-0.150841,0.023464,-0.064164,-0.462948,0.799489,-0.166726,-0.573727,0.891841,0.175833,-0.510052,0.886769,0.324337,-0.326861,0.657051,-2.573329,3.491701,-3.718342,0.687053,0.299476,-0.117741,0.69138,0.305907,-0.100183,0.311834,2.469752,-2.723206
0.040861,-0.341998,-0.045823,-0.04995,-0.166665,0.025086,-0.117413,-0.393796,0.73145,-0.152577,-0.566862,0.888544,0.189988,-0.503834,0.885132,0.330099,-0.2813,0.608045,-2.719702,3.36733,-3.037422,0.728741,0.368578,-0.196755,0.736461,0.298941,-0.064081,0.291228,2.077188,-2.177333
0.042998,-0.345709,-0.042477,-0.047271,-0.161216,0.017258,-0.170839,-0.332834,0.683225,-0.137753,-0.559798,0.885271,0.204881,-0.497814,0.884085,0.332385,-0.247338,0.573892,-2.554692,2.659691,-1.77775,0.75229,0.333501,-0.129484,0.749584,0.286681,-0.036947,-0.106076,1.344095,-1.208905
0.041213,-0.351756,-0.027709,-0.096187,-0.10402,0.00034,-0.214408,-0.289963,0.661956,-0.121788,-0.555114,0.884576,0.220588,-0.492804,0.883401,0.321898,-0.236419,0.566846,-1.835085,1.593141,-0.249753,0.809622,0.164578,0.054087,0.792757,0.223324,-0.023216,-0.915492,-0.105847,0.270693
0.036807,-0.359576,-0.007688,-0.0425,-0.084008,0.005395,-0.24514,-0.272633,0.673298,-0.106186,-0.553318,0.887559,0.23632,-0.489143,0.883276,0.296885,-0.248185,0.58297,-1.267677,0.205178,1.128302,0.76573,0.019886,0.235587,0.786474,0.141558,0.013055,-1.508842,-0.977712,1.331826
0.027741,-0.368717,0.012073,-0.087262,-0.009472,-0.005661,-0.263353,-0.280527,0.70157,-0.090004,-0.555726,0.895119,0.252254,-0.487076,0.883538,0.260302,-0.280581,0.623707,-0.60772,-0.918979,1.680764,0.837988,-0.214189,0.485601,0.820813,0.070214,0.024429,-2.084447,-2.100182,2.524804
0.014371,-0.378942,0.029521,-0.069244,0.066727,-0.017123,-0.270775,-0.309545,0.737486,-0.07348,-0.562889,0.907618,0.268662,-0.486623,0.883291,0.213634,-0.331787,0.683024,-0.149189,-1.894978,1.797342,0.839074,-0.476401,0.748181,0.835651,-0.008527,-0.033038,-2.511569,-2.905121,3.297117
-0.005754,-0.3911,0.044533,-0.029894,0.211738,-0.03849,-0.269564,-0.354711,0.767093,-0.057145,-0.577191,0.927009,0.285342,-0.487634,0.880197,0.15982,-0.402622,0.758271,0.250242,-2.55117,1.260036,0.789764,-0.881398,1.127971,0.825381,-0.077479,-0.245843,-2.767379,-3.836782,3.870201
-0.02916,-0.407519,0.052022,0.17786,0.351176,-0.03584,-0.263675,-0.413658,0.785145,-0.044136,-0.600862,0.955804,0.299455,-0.488945,0.87122,0.10051,-0.486894,0.838769,0.456126,-3.21283,0.604576,0.661888,-1.340588,1.615862,0.67694,-0.050664,-0.536807,-2.78013,-4.034609,3.660514
-0.019554,-0.413086,0.01891,0.011291,0.137631,-0.006404,-0.252958,-0.493238,0.83195,-0.032017,-0.616052,0.963388,0.311178,-0.486854,0.861906,0.047787,-0.578839,0.931713,1.343017,-5.822066,8.711024,0.895794,0.887167,-1.9934,0.690814,0.339542,0.112426,-1.825449,-4.795336,6.370238
0.036282,-0.414964,-0.027129,0.188488,0.057726,-0.047261,-0.235911,-0.513198,0.861218,-0.037297,-0.581883,0.907139,0.326298,-0.476012,0.847517,0.043815,-0.6143,0.976594,0.830673,0.077093,0.25264,-1.039753,2.639863,-3.870024,0.658485,0.93364,-1.285758,0.923763,0.847806,-0.758267
0.049422,-0.418004,-0.054625,0.035316,-0.10638,-0.064205,-0.219315,-0.512666,0.866172,-0.061473,-0.511733,0.825439,0.341247,-0.445835,0.81092,0.060018,-0.599225,0.958267,0.796445,0.032605,0.248985,-1.548354,3.596157,-3.834655,0.711815,1.945411,-2.406668,0.721024,0.716998,-0.95147
0.053705,-0.419484,-0.068052,-0.150447,-0.244452,-0.061182,-0.201256,-0.510846,0.872732,-0.092881,-0.43769,0.748468,0.351492,-0.398468,0.761323,0.076838,-0.581084,0.936563,1.003339,0.140263,0.41394,-1.974267,4.239251,-4.405662,0.577801,2.369547,-2.167219,0.890581,1.009797,-1.129883
0.041447,-0.421116,-0.063468,-0.108061,-0.207493,-0.027535,-0.181914,-0.509425,0.880574,-0.135742,-0.360604,0.672576,0.36022,-0.349216,0.713601,0.095922,-0.561438,0.914015,0.96654,0.054214,0.410504,-2.270784,3.521345,-3.340596,0.293444,2.446602,-2.382335,0.950853,0.94118,-1.078164
0.034271,-0.426188,-0.056254,-0.095346,-0.200266,0.003966,-0.163197,-0.509186,0.888959,-0.180563,-0.303096,0.61611,0.359558,-0.301193,0.672848,0.114635,-0.543781,0.893686,0.959221,-0.008955,0.464388,-2.232351,2.671577,-2.631457,-0.254873,2.20144,-1.471573,0.960224,0.885996,-1.00197
0.02044,-0.434712,-0.034986,-0.048684,-0.102155,0.014642,-0.143901,-0.51064,0.897983,-0.220991,-0.265086,0.581446,0.347922,-0.264792,0.655018,0.134568,-0.528658,0.876046,0.931682,-0.130573,0.446234,-1.831103,0.972824,-0.77608,-0.962054,1.45344,-0.388805,0.964667,0.607352,-0.729957
0.011815,-0.445478,-0.015909,-0.132865,-0.078201,0.012084,-0.124402,-0.513943,0.907177,-0.251331,-0.258683,0.577702,0.321687,-0.246595,0.664132,0.154706,-0.518477,0.863805,1.012914,-0.210238,0.47835,-1.238202,-0.147471,0.289958,-1.607976,0.380925,1.17622,1.046993,0.426961,-0.528587
-0.002507,-0.45619,0.006033,-0.086493,0.00146,0.011537,-0.103925,-0.519272,0.917161,-0.269853,-0.274331,0.597351,0.282644,-0.25036,0.698024,0.175866,-0.512225,0.855626,0.991379,-0.304993,0.514457,-0.664484,-1.470067,1.657301,-2.264024,-0.679856,2.04081,1.003666,0.180971,-0.268369
-0.016554,-0.469045,0.023453,-0.089548,0.040287,0.014594,-0.08349,-0.526696,0.928034,-0.277519,-0.310611,0.636793,0.233198,-0.275062,0.746552,0.196559,-0.510358,0.851907,1.022793,-0.4281,0.558623,-0.109698,-2.163029,2.293898,-2.643162,-1.717807,2.644426,1.029893,-0.006186,-0.098549
-0.040928,-0.48398,0.046949,-0.033461,0.150591,-0.000851,-0.06303,-0.536583,0.939702,-0.275654,-0.360538,0.688474,0.179178,-0.320497,0.800589,0.216782,-0.51328,0.852416,0.998979,-0.551551,0.555689,0.19885,-3.011618,2.914318,-2.623117,-2.726395,2.484678,0.964245,-0.342839,0.223615
-0.063111,-0.501924,0.055234,0.036799,0.217013,0.011555,-0.043266,-0.548829,0.950887,-0.269039,-0.420153,0.741073,0.129798,-0.381256,0.844093,0.23583,-0.52232,0.858376,0.931826,-0.670796,0.530452,0.563474,-3.056965,2.490102,-2.387737,-3.214544,1.790955,0.925175,-0.565899,0.365383
-0.113423,-0.532952,0.084662,-0.041823,0.465355,0.056048,-0.02341,-0.563923,0.959938,-0.249275,-0.491484,0.795466,0.088441,-0.452796,0.871079,0.254948,-0.539431,0.870524,1.006997,-0.770577,0.20445,1.725518,-4.730093,3.401185,-1.713532,-4.152565,0.816224,0.972022,-1.276542,1.057165
-0.073696,-0.507339,0.001248,0.288907,-0.010199,0.006082,-0.012412,-0.574776,0.978272,-0.226399,-0.559295,0.868496,0.067592,-0.529621,0.95821,0.262294,-0.509335,0.811528,0.237472,-0.141508,0.005833,0.693476,-0.100709,0.543087,0.65856,0.585889,-0.893044,0.354296,2.034954,-2.804444
-0.019107,-0.491629,-0.023149,0.124643,-0.024713,0.049801,-0.0209,-0.559829,0.944314,-0.207663,-0.561301,0.878229,0.08631,-0.516122,0.944293,0.273917,-0.466232,0.75847,-1.02327,1.502704,-2.910039,0.930888,-0.206714,0.333995,0.899816,0.452048,-0.694855,0.753302,2.277064,-2.644831
0.002978,-0.474395,-0.052902,-0.030292,-0.118033,0.024841,-0.049746,-0.513461,0.871565,-0.188567,-0.561725,0.880365,0.104978,-0.507282,0.932588,0.290621,-0.413936,0.700415,-1.712728,2.867178,-3.916137,0.997632,0.115725,-0.045219,0.965875,0.448546,-0.508191,0.804713,2.813292,-3.040634
0.014877,-0.463396,-0.064433,-0.021186,-0.147091,0.021428,-0.090837,-0.451409,0.794565,-0.169124,-0.556624,0.877393,0.124518,-0.497533,0.922965,0.305363,-0.356607,0.640097,-2.337097,3.241451,-3.783726,0.96016,0.287062,-0.172307,0.977443,0.489389,-0.465584,0.65876,2.814697,-2.872804
0.022357,-0.457588,-0.064872,-0.07441,-0.12416,0.020238,-0.140152,-0.386505,0.723786,-0.149548,-0.551358,0.874486,0.144247,-0.488048,0.914091,0.316114,-0.306959,0.590594,-2.5276,3.189,-3.175601,1.006194,0.242858,-0.10929,0.996637,0.461189,-0.417501,0.422681,2.123722,-2.129674
0.025407,-0.457244,-0.053183,-0.017507,-0.133843,0.029568,-0.192214,-0.330373,0.674821,-0.13022,-0.547123,0.87329,0.16386,-0.479401,0.906299,0.321345,-0.269677,0.555277,-2.60721,2.386192,-1.863486,0.947388,0.175283,-0.007736,0.972585,0.392822,-0.352637,0.093139,1.586443,-1.250784
0.022214,-0.45998,-0.034552,-0.081969,-0.096427,0.005828,-0.238366,-0.292914,0.651695,-0.11028,-0.545061,0.874765,0.183805,-0.472462,0.900471,0.315883,-0.2491,0.54693,-2.019103,1.312961,-0.395282,1.019995,0.032339,0.170005,1.01608,0.305098,-0.2439,-0.636221,0.501406,0.343684
0.020948,-0.465717,-0.013483,-0.092354,-0.050846,-0.015134,-0.270247,-0.279271,0.657876,-0.089403,-0.546346,0.880791,0.204471,-0.467129,0.896164,0.292364,-0.252784,0.570428,-1.216538,0.069471,0.94478,1.044999,-0.147061,0.402422,1.043068,0.220376,-0.184099,-1.611949,-0.717705,1.80094
0.015222,-0.471866,0.013448,-0.112439,0.035765,0.00196,-0.288833,-0.290533,0.683885,-0.068132,-0.552969,0.892705,0.225689,-0.464125,0.892409,0.255692,-0.283,0.620761,-0.707244,-1.040084,1.566976,1.082641,-0.442419,0.733283,1.070289,0.103653,-0.173845,-1.967707,-1.995513,2.838724
0.009547,-0.482212,0.027877,-0.051669,0.074062,-0.013496,-0.298057,-0.320484,0.718914,-0.047397,-0.563708,0.909629,0.246345,-0.462489,0.88902,0.209575,-0.329906,0.683572,-0.201467,-1.892294,1.82716,1.033241,-0.635426,0.951526,1.020407,0.040034,-0.170366,-2.528818,-2.67441,3.478553
-0.005509,-0.496584,0.04156,-0.014885,0.212093,-0.056712,-0.294525,-0.363573,0.750576,-0.027436,-0.580386,0.932737,0.267228,-0.462259,0.883562,0.150837,-0.398427,0.764741,0.454127,-2.437167,1.482093,0.966911,-1.002701,1.327373,1.039304,-0.021272,-0.352871,-3.095922,-3.802546,4.268449
-0.039299,-0.510815,0.062541,0.200129,0.501861,-0.088459,-0.280843,-0.420014,0.774352,-0.011998,-0.605786,0.96511,0.285223,-0.462312,0.872336,0.077719,-0.484535,0.859002,0.789985,-3.206347,0.533814,0.700562,-1.856819,2.07561,0.818917,-0.122809,-0.858875,-3.559187,-5.431397,5.695211
-0.011566,-0.525418,0.001872,0.188046,0.278692,0.123058,-0.262341,-0.494211,0.824036,0.004629,-0.62841,0.983263,0.301884,-0.457255,0.858609,0.029777,-0.568131,0.939192,1.554725,-5.663014,8.870717,1.106417,-0.820602,-0.179715,0.470327,0.989018,-0.994385,-1.29212,-3.848344,4.589874
0.051159,-0.523741,-0.061661,0.048158,-0.135564,0.008787,-0.242719,-0.503517,0.839846,0.011433,-0.606863,0.932405,0.30847,-0.43334,0.842414,0.030297,-0.597325,0.976192,1.152133,0.140249,0.379457,-0.564863,3.419284,-5.158322,0.456261,1.310775,-0.748276,1.31409,1.4491,-1.434463
0.043414,-0.528624,-0.06129,-0.013825,-0.112354,-0.06282,-0.222438,-0.503322,0.845176,-0.011474,-0.534797,0.832274,0.320063,-0.396977,0.801336,0.051895,-0.576737,0.951004,1.098295,0.093389,0.317956,-1.56053,3.711586,-4.882082,0.683119,2.052605,-2.681443,1.065304,0.955302,-1.144555
