vel_x,vel_y,vel_z,omega_x,omega_y,omega_z,FR_Hip_pos,FR_Thigh_pos,FR_Calf_pos,FL_Hip_pos,FL_Thigh_pos,FL_Calf_pos,RR_Hip_pos,RR_Thigh_pos,RR_Calf_pos,RL_Hip_pos,RL_Thigh_pos,RL_Calf_pos,FR_Hip_vel,FR_Thigh_vel,FR_Calf_vel,FL_Hip_vel,FL_Thigh_vel,FL_Calf_vel,RR_Hip_vel,RR_Thigh_vel,RR_Calf_vel,RL_Hip_vel,RL_Thigh_vel,RL_Calf_vel,FR_Hip_pos,FR_Thigh_pos,FR_Calf_pos,FL_Hip_pos,FL_Thigh_pos,FL_Calf_pos,RR_Hip_pos,RR_Thigh_pos,RR_Calf_pos,RL_Hip_pos,RL_Thigh_pos,RL_Calf_pos
-0.069571,-0.130175,0.008273,-0.25868,0.026833,-0.174797,0.159176,-0.187255,0.656312,0.100272,-0.423333,0.421013,0.385933,-0.126061,0.055346,0.006717,-0.077187,0.598964,1.435111,0.242221,-0.067556,-1.370534,2.625381,-4.327167,-0.564072,0.825885,-2.362781,1.356573,-0.654829,1.239682,0.124733,-0.187501,0.653675,0.12608,-0.472903,0.516523,0.379131,-0.153454,0.107485,-0.024862,-0.063722,0.576145
-0.067541,-0.133332,0.00339,-0.388808,0.243488,-0.136397,0.192505,-0.18557,0.652677,0.07355,-0.381339,0.345358,0.365789,-0.114865,0.025883,0.035829,-0.096899,0.627375,1.906616,-0.066475,-0.167909,-1.190121,1.703959,-3.398281,-1.371021,-0.102912,-0.388876,1.635263,-1.365351,1.62022,0.160504,-0.187571,0.654173,0.097357,-0.444489,0.426289,0.376286,-0.115011,0.061651,0.006761,-0.076298,0.597313
-0.061026,-0.135918,-0.002739,0.004929,0.350895,-0.115096,0.222781,-0.184084,0.64983,0.046196,-0.349944,0.290531,0.325488,-0.13536,0.039394,0.064413,-0.124109,0.664043,1.138936,0.254496,-0.410607,-1.74512,1.24317,-1.869044,-2.685338,-1.509786,1.474686,1.106102,-1.524107,2.023659,0.190185,-0.184474,0.653698,0.065806,-0.377856,0.355149,0.360635,-0.135968,0.034983,0.034081,-0.092566,0.624612
-0.05316,-0.137856,-0.003249,-0.133141,0.544983,-0.074769,0.253793,-0.18324,0.641252,0.012351,-0.339852,0.270344,0.268351,-0.171435,0.090088,0.090404,-0.161688,0.709345,1.711505,-0.174346,-0.429749,-1.619513,-0.021664,-0.502054,-2.995988,-2.499803,3.661707,1.348617,-2.283345,2.453411,0.225849,-0.184379,0.647672,0.033581,-0.378875,0.307933,0.323092,-0.131559,0.057095,0.066125,-0.123083,0.661939
-0.041208,-0.139593,-0.005272,0.249097,0.60166,-0.076932,0.280663,-0.182716,0.634384,-0.023862,-0.340592,0.269599,0.202818,-0.236765,0.178752,0.115178,-0.205153,0.763029,0.92497,0.245975,-0.660544,-2.296289,-0.224891,0.538866,-3.697941,-3.551304,4.842154,0.850521,-2.295736,2.792764,0.250826,-0.181738,0.642139,-0.001152,-0.336677,0.286098,0.26609,-0.201796,0.104784,0.088966,-0.157185,0.706866
-0.029034,-0.141013,-0.000668,0.242266,0.730142,-0.069224,0.308098,-0.182428,0.621476,-0.071383,-0.354573,0.286539,0.130535,-0.307349,0.285105,0.134478,-0.255178,0.823101,1.3816,-0.157549,-0.705065,-2.509916,-0.998365,0.864338,-3.635703,-3.888347,5.886332,0.830683,-2.770853,3.130221,0.284323,-0.183392,0.632129,-0.039944,-0.366036,0.280283,0.201052,-0.234122,0.191894,0.117,-0.20479,0.761822
-0.013576,-0.142697,0.006056,0.761134,0.795453,-0.080051,0.328628,-0.179681,0.607551,-0.128141,-0.370701,0.300537,0.054316,-0.394185,0.407912,0.149479,-0.310354,0.891389,0.561541,0.406501,-1.08881,-3.469793,-0.763753,0.637856,-4.230163,-4.46847,6.096846,0.282392,-2.922611,3.598286,0.305614,-0.181243,0.622792,-0.084482,-0.35008,0.292136,0.124596,-0.335052,0.29287,0.134328,-0.251879,0.821586
0.002684,-0.144047,0.023557,1.291096,0.926826,-0.105401,0.345218,-0.174734,0.584507,-0.204381,-0.387434,0.304951,-0.031317,-0.481045,0.527468,0.152961,-0.371566,0.967659,0.496565,0.303767,-1.303878,-4.422725,-0.892072,-0.238367,-4.741693,-4.51387,5.989627,-0.483825,-3.208129,3.930804,0.332683,-0.181378,0.60669,-0.142002,-0.385342,0.299567,0.047028,-0.397085,0.410868,0.151556,-0.30919,0.890105
0.020238,-0.145354,0.037756,0.271995,0.727984,-0.020533,0.359156,-0.16445,0.558726,-0.264413,-0.421287,0.382731,-0.085279,-0.567934,0.67191,0.148752,-0.417205,1.007792,0.632899,0.667931,-1.099882,-1.658486,-2.711106,10.439943,0.680377,-1.131351,0.424761,-0.63533,-0.519927,-1.535081,0.345278,-0.174865,0.586777,-0.217861,-0.384246,0.29732,-0.05111,-0.512129,0.530225,0.155609,-0.368739,0.965979
0.037105,-0.14494,0.025192,-1.316326,0.815062,-0.034314,0.379783,-0.142106,0.517127,-0.254921,-0.436021,0.452014,-0.038622,-0.572071,0.667358,0.139201,-0.404368,0.941168,1.270277,1.447681,-2.527564,3.87151,0.663641,-1.652087,2.760272,-0.213755,-0.083393,-0.437639,1.8422,-4.82574,0.324343,-0.156035,0.545756,-0.231341,-0.399978,0.300827,-0.064309,-0.523567,0.572131,0.099195,-0.391901,0.969286
0.048451,-0.145717,0.002321,-1.329165,0.368941,-0.057804,0.39599,-0.102176,0.462532,-0.200834,-0.417838,0.425706,0.010994,-0.572245,0.662087,0.116563,-0.343392,0.825739,0.777867,2.386554,-2.898136,2.817695,0.899436,-1.107553,2.849123,0.448765,-0.645223,-1.243889,3.974353,-6.203688,0.351485,-0.117721,0.509194,-0.254617,-0.433984,0.438313,-0.049393,-0.574932,0.668894,0.109613,-0.369863,0.922451
0.052426,-0.146694,-0.018397,-0.907403,0.055464,-0.02737,0.40145,-0.046815,0.395955,-0.152171,-0.403623,0.411897,0.058638,-0.557691,0.645645,0.082139,-0.25151,0.707067,-0.08509,2.973448,-3.371518,2.405162,0.766851,-0.355707,2.365074,1.113123,-1.121105,-1.929242,5.080369,-5.797673,0.37766,-0.084266,0.442156,-0.203358,-0.419185,0.420667,0.009593,-0.574863,0.664249,0.108629,-0.312416,0.832511
0.051619,-0.146816,-0.032385,-0.601712,-0.130126,0.001607,0.390365,0.013673,0.335055,-0.10691,-0.391736,0.411681,0.100651,-0.534325,0.621667,0.039051,-0.146391,0.593998,-0.869014,2.948775,-2.739614,2.243579,0.575583,0.194996,2.047032,1.377036,-1.293881,-2.165884,5.288559,-5.284202,0.390051,-0.033112,0.394776,-0.151365,-0.402186,0.408108,0.058828,-0.560767,0.647704,0.083919,-0.237115,0.701226
0.048691,-0.146209,-0.041231,-0.236494,-0.125389,0.043958,0.364879,0.064636,0.285199,-0.067774,-0.385612,0.419848,0.139379,-0.508696,0.596682,-0.003986,-0.048088,0.505252,-1.765224,2.082023,-2.055206,1.757761,0.031242,0.658548,1.774578,1.158592,-1.156747,-2.192824,4.397723,-3.792034,0.388173,0.009036,0.326318,-0.107421,-0.390431,0.407941,0.100541,-0.535916,0.622331,0.043997,-0.145209,0.602972
0.046651,-0.144858,-0.044749,-0.138346,-0.079211,0.054633,0.320695,0.092186,0.264436,-0.031391,-0.385042,0.43606,0.174391,-0.486467,0.576623,-0.044761,0.024661,0.437686,-2.57689,0.623314,-0.234024,1.759749,-0.066854,0.893895,1.727135,0.938761,-0.783939,-1.838714,2.799978,-2.701845,0.364946,0.056845,0.296253,-0.066589,-0.382948,0.41796,0.139564,-0.508138,0.595593,-0.002574,-0.067186,0.496558
0.045901,-0.143699,-0.046179,0.130905,0.057451,0.045154,0.260858,0.083623,0.27266,0.001637,-0.390924,0.456753,0.207298,-0.472232,0.565243,-0.077646,0.060156,0.405358,-3.469539,-1.330907,0.991536,1.429012,-0.643829,1.207681,1.396265,0.197237,-0.286353,-1.680762,0.65994,-0.810839,0.324749,0.061556,0.26323,-0.032705,-0.383651,0.433467,0.173786,-0.486065,0.57464,-0.047018,-0.001371,0.45109
0.047224,-0.142779,-0.04339,0.126405,0.067397,0.020499,0.187563,0.041598,0.31102,0.033291,-0.402101,0.484515,0.236934,-0.463355,0.561535,-0.108965,0.054552,0.392968,-3.733044,-2.789943,2.484156,1.597929,-0.653663,1.487748,1.4429,0.234986,-0.003531,-1.448155,-1.120026,-0.263387,0.265469,0.05756,0.287711,0.002527,-0.38833,0.455424,0.20805,-0.46961,0.562514,-0.086561,0.018842,0.397119
0.048361,-0.142644,-0.039441,0.423021,0.11132,-0.011317,0.110161,-0.029663,0.364433,0.062365,-0.418019,0.51709,0.264188,-0.460341,0.563156,-0.138023,0.018335,0.398715,-4.087343,-4.148315,2.72812,1.178506,-1.043408,1.792004,1.122472,-0.213996,0.202836,-1.668694,-2.581723,0.613662,0.193872,0.001,0.304606,0.032014,-0.401156,0.482037,0.236617,-0.463834,0.559958,-0.117196,0.022923,0.402358
0.049741,-0.142991,-0.028933,0.61587,0.02105,-0.04677,0.02864,-0.119353,0.422934,0.087155,-0.437902,0.558112,0.285733,-0.456724,0.565836,-0.173957,-0.043286,0.404463,-4.012387,-4.791027,2.90344,1.193352,-1.064829,2.223843,0.932041,0.149582,0.116415,-1.89071,-3.481453,0.104729,0.11698,-0.057282,0.365217,0.063824,-0.415784,0.516106,0.265286,-0.458465,0.56186,-0.149013,-0.01845,0.383597
0.049012,-0.14419,-0.012127,1.219796,-0.031658,-0.083309,-0.053826,-0.222842,0.473751,0.103838,-0.461604,0.605861,0.300459,-0.451891,0.565388,-0.216519,-0.117388,0.404259,-4.335001,-5.414577,2.008617,0.453394,-1.419422,2.663311,0.367931,0.122257,-0.120123,-2.492824,-4.064047,-0.178808,0.034879,-0.157811,0.406239,0.087279,-0.436906,0.555504,0.286449,-0.458662,0.566142,-0.179148,-0.065952,0.401499
0.047067,-0.145726,0.018362,1.853225,-0.191054,-0.070551,-0.144425,-0.334349,0.517936,0.107313,-0.488638,0.661943,0.304097,-0.439891,0.556755,-0.271974,-0.20377,0.398078,-5.12429,-6.318171,6.79868,-0.462795,-1.029962,2.281336,-0.284956,0.957598,-0.985126,-3.018501,-4.923644,2.859715,-0.04475,-0.249254,0.456526,0.106981,-0.459505,0.604656,0.303056,-0.451995,0.566171,-0.219284,-0.144224,0.384693
0.040697,-0.14733,0.037968,0.390789,-0.4007,-0.125424,-0.170412,-0.43799,0.685516,0.09608,-0.486571,0.662556,0.310066,-0.411569,0.535029,-0.292255,-0.320709,0.560948,1.19989,-0.503342,-0.579374,-0.581155,1.204101,-2.06577,0.568781,1.921889,-1.907519,-0.322802,-5.976576,10.254117,-0.09056,-0.292266,0.461407,0.078252,-0.477911,0.62995,0.289914,-0.438366,0.559521,-0.235568,-0.183577,0.402851
0.027778,-0.149648,0.031376,-0.786261,-0.792977,-0.038629,-0.128438,-0.402421,0.66482,0.087239,-0.44206,0.59768,0.333021,-0.35818,0.4748,-0.268189,-0.325279,0.595825,2.502679,1.828836,-0.747495,-0.511871,2.879662,-4.135423,1.431132,3.067976,-3.66155,2.850703,2.908234,-1.233589,-0.162064,-0.361237,0.561423,0.067501,-0.465758,0.642304,0.293282,-0.41359,0.51532,-0.277452,-0.241207,0.44617
0.014186,-0.151529,0.017032,-0.920074,-0.611361,-0.09481,-0.079023,-0.374908,0.650151,0.069228,-0.380429,0.499304,0.356498,-0.294537,0.392736,-0.224612,-0.282486,0.571334,2.719213,1.328328,-0.685168,-0.894228,3.280484,-5.413397,1.198965,3.212771,-4.369988,2.235673,1.873908,-1.2172,-0.134548,-0.411733,0.663198,0.069818,-0.442445,0.575465,0.316051,-0.347375,0.455787,-0.277018,-0.330253,0.602832
0.004289,-0.154116,0.002577,-0.525703,-0.444359,-0.127236,-0.03247,-0.348891,0.636824,0.045536,-0.312772,0.391161,0.371497,-0.234588,0.301622,-0.184058,-0.250168,0.553482,2.099479,1.4071,-0.81678,-1.424718,3.343846,-5.222708,0.338899,2.906361,-4.587801,1.866925,1.505237,-0.611652,-0.080937,-0.374656,0.652038,0.066699,-0.370404,0.494372,0.345487,-0.295455,0.372998,-0.226129,-0.280309,0.568792
-0.002166,-0.156903,-0.00539,-0.420998,-0.171206,-0.14481,0.010291,-0.323775,0.61713,0.016434,-0.254446,0.292509,0.370516,-0.181854,0.220301,-0.147493,-0.230327,0.547667,2.218937,1.132411,-1.006139,-1.312518,2.536494,-4.616574,-0.339777,2.11136,-3.382029,1.886965,0.544907,0.005777,-0.030975,-0.349839,0.637129,0.046297,-0.32569,0.387653,0.364879,-0.225952,0.298054,-0.183812,-0.248297,0.550525
-0.00344,-0.159935,-0.011519,-0.047908,-0.00463,-0.142023,0.047972,-0.300736,0.59809,-0.00943,-0.210096,0.214843,0.353419,-0.154852,0.168099,-0.113422,-0.222408,0.55464,1.553654,1.195278,-1.071281,-1.409729,1.74328,-3.047338,-1.468653,0.783874,-1.843133,1.474614,0.116063,0.645243,0.0088,-0.323746,0.619741,0.018186,-0.255391,0.302605,0.369245,-0.195353,0.219927,-0.148768,-0.225682,0.543934
-0.001775,-0.162611,-0.012342,-0.134903,0.247774,-0.121156,0.084218,-0.280271,0.575039,-0.032967,-0.193277,0.171932,0.316272,-0.152659,0.157325,-0.082227,-0.228941,0.573579,1.997782,0.834685,-1.131486,-0.912239,0.097173,-1.435388,-2.175901,-0.866234,0.79291,1.606233,-0.857942,1.216409,0.049594,-0.301399,0.59735,-0.01324,-0.236803,0.224504,0.353414,-0.155836,0.181823,-0.112986,-0.220189,0.551196
0.004573,-0.165276,-0.014659,0.123126,0.346944,-0.119181,0.117591,-0.263487,0.555747,-0.050585,-0.199403,0.160763,0.264419,-0.190215,0.194059,-0.051464,-0.24499,0.603971,1.363063,0.907315,-1.078248,-1.093735,-0.809256,0.274825,-3.068291,-2.503063,2.621902,1.291523,-1.047421,1.734376,0.08162,-0.279527,0.57652,-0.040069,-0.20079,0.191932,0.316699,-0.182978,0.170858,-0.084029,-0.223577,0.570126
0.012239,-0.167638,-0.013328,-0.03603,0.51723,-0.110659,0.151987,-0.249437,0.534163,-0.070604,-0.230677,0.177695,0.202297,-0.248228,0.265075,-0.022933,-0.271515,0.642664,1.927132,0.499582,-1.047695,-0.946329,-2.088605,1.121114,-3.125352,-3.590627,4.471273,1.439481,-1.756768,2.101865,0.119407,-0.263864,0.553901,-0.062589,-0.231726,0.172657,0.26561,-0.197426,0.212692,-0.050843,-0.243765,0.601461
0.023339,-0.170423,-0.013551,0.24973,0.566021,-0.125361,0.183021,-0.237631,0.515788,-0.094065,-0.27282,0.204083,0.13657,-0.333142,0.36462,0.004173,-0.303188,0.688914,1.228773,0.718696,-1.083587,-1.619954,-2.249836,1.524828,-3.570688,-4.56884,5.235925,1.079882,-1.769763,2.455511,0.149093,-0.248429,0.535287,-0.08367,-0.23343,0.18823,0.201267,-0.280583,0.274241,-0.024322,-0.267156,0.640496
0.034853,-0.173093,-0.008812,0.296592,0.686573,-0.14329,0.214496,-0.226817,0.493377,-0.129856,-0.324162,0.23234,0.066722,-0.426121,0.474575,0.025809,-0.340726,0.740044,1.577744,0.370129,-1.177718,-2.037715,-2.754025,1.096338,-3.552035,-5.027065,5.837215,0.830775,-2.152065,2.63493,0.185565,-0.23853,0.514162,-0.108611,-0.296464,0.205031,0.135551,-0.341182,0.372451,0.004975,-0.302492,0.687469
0.04938,-0.176492,-0.000805,0.926201,0.767343,-0.178145,0.238445,-0.215072,0.46994,-0.179121,-0.374399,0.243224,-0.0084,-0.53487,0.592021,0.041582,-0.383111,0.798057,0.651366,0.788848,-1.483312,-3.277461,-2.4375,0.14282,-4.366856,-5.668441,5.749194,0.038622,-2.241008,2.969644,0.212342,-0.226312,0.49502,-0.141698,-0.323284,0.230048,0.058155,-0.457304,0.475014,0.026104,-0.337696,0.738861
0.062957,-0.179013,0.006078,0.126093,0.602236,0.012901,0.265149,-0.20121,0.444225,-0.208933,-0.452841,0.34404,-0.052089,-0.630088,0.71876,0.052077,-0.415418,0.83513,1.009458,0.811274,-0.926042,-1.15029,-4.709823,10.098145,1.279957,-0.491782,-0.572048,0.056968,-0.558953,-0.319291,0.242227,-0.216933,0.469549,-0.197967,-0.387258,0.230867,-0.025347,-0.554227,0.591153,0.043957,-0.381911,0.796678
0.076592,-0.178275,-0.003898,-0.932718,0.565524,0.001566,0.285367,-0.177287,0.414806,-0.180665,-0.465761,0.365106,-0.007576,-0.622341,0.70829,0.050377,-0.407182,0.787023,0.989322,1.475711,-1.714339,3.040745,1.602398,-0.951701,2.342486,0.23416,-0.374911,-0.349706,1.551928,-4.009706,0.225542,-0.191323,0.443863,-0.191038,-0.394612,0.244129,-0.0346,-0.580671,0.633524,0.008257,-0.409833,0.799962
0.08281,-0.178836,-0.017499,-0.578417,0.12982,-0.033782,0.295588,-0.139134,0.37,-0.13612,-0.44996,0.35484,0.032301,-0.611798,0.694946,0.027081,-0.352115,0.691857,0.206572,2.261993,-2.574341,2.091452,0.449982,-0.128418,2.015643,0.977878,-1.042983,-1.654254,3.663788,-5.321568,0.25952,-0.165758,0.396985,-0.194205,-0.46995,0.367571,-0.014304,-0.629883,0.712509,0.020931,-0.373338,0.778061
0.082559,-0.179433,-0.026421,-0.411623,-0.162105,-0.037373,0.292136,-0.087575,0.317307,-0.094042,-0.438706,0.358725,0.068975,-0.58705,0.670096,-0.014587,-0.266102,0.577244,-0.401397,2.758516,-2.620662,2.204493,0.735026,0.383224,1.820139,1.581949,-1.424277,-2.262599,4.798384,-5.799607,0.277283,-0.120287,0.361191,-0.135447,-0.448101,0.350296,0.032545,-0.614165,0.697321,0.014806,-0.329939,0.679727
0.078041,-0.17965,-0.032858,-0.176031,-0.257033,0.001932,0.27834,-0.034487,0.263725,-0.055034,-0.430553,0.371943,0.104213,-0.556312,0.641033,-0.06181,-0.167752,0.472067,-1.052136,2.502105,-2.528106,1.720478,0.286095,0.872507,1.601655,1.553699,-1.413686,-2.469844,4.861211,-4.839291,0.28381,-0.084818,0.303279,-0.095245,-0.438054,0.354685,0.068254,-0.589829,0.671649,-0.015128,-0.251349,0.584682
0.072903,-0.178869,-0.036564,-0.249922,-0.27168,0.031828,0.252212,0.009263,0.226193,-0.016787,-0.426064,0.393278,0.139098,-0.525097,0.613874,-0.108549,-0.077984,0.381116,-1.500989,1.743499,-1.273432,2.039642,0.155475,1.158072,1.885015,1.535497,-1.236283,-2.08331,4.055894,-4.002855,0.274839,-0.030492,0.26828,-0.054313,-0.427551,0.369881,0.103645,-0.556475,0.64052,-0.060892,-0.174771,0.464599
0.067913,-0.177678,-0.040891,-0.058131,-0.1203,0.048169,0.207085,0.026827,0.212702,0.025473,-0.429162,0.422875,0.179779,-0.498158,0.59237,-0.149693,-0.006458,0.318874,-2.476031,-0.135487,0.296018,1.793466,-0.308132,1.465887,1.704446,0.955853,-0.68836,-1.582137,1.951622,-1.697209,0.253135,-0.00958,0.222464,-0.0184,-0.424688,0.390636,0.137543,-0.525522,0.612523,-0.106836,-0.089553,0.394505
0.065277,-0.176369,-0.043343,-0.085823,-0.089786,0.011864,0.122874,-0.014412,0.264219,0.080001,-0.442283,0.471935,0.231595,-0.47492,0.581699,-0.183959,0.005996,0.301835,-3.0444,-2.654996,2.609756,1.778095,-0.632829,1.821369,1.768472,0.5841,-0.123032,-0.798901,-0.796235,0.729315,0.210987,0.008673,0.234309,0.026497,-0.424695,0.421298,0.180249,-0.493917,0.588179,-0.155251,-0.048946,0.315111
0.065205,-0.176233,-0.03769,0.298332,-0.035373,-0.025025,0.024544,-0.118188,0.361915,0.126889,-0.467506,0.53363,0.274466,-0.465549,0.584682,-0.211729,-0.060244,0.340538,-3.259139,-4.109309,3.703848,1.41256,-0.93563,2.236853,1.273075,0.266019,0.155809,-0.936387,-3.081473,1.591515,0.125915,-0.026577,0.270735,0.080087,-0.441469,0.471561,0.231339,-0.474812,0.581246,-0.188585,-0.015036,0.300648
0.06395,-0.177073,-0.017352,1.139711,-0.065784,-0.041769,-0.078934,-0.257927,0.465199,0.157805,-0.502178,0.610408,0.303813,-0.456229,0.586524,-0.251369,-0.16968,0.391962,-3.584043,-4.796703,3.027763,0.572774,-1.275887,2.846425,0.581394,0.523772,-0.075827,-1.779533,-4.167624,1.330358,0.032422,-0.166841,0.352892,0.126516,-0.466203,0.530586,0.274552,-0.467242,0.583818,-0.219014,-0.085734,0.349483
0.059071,-0.178693,0.029225,1.700446,-0.290422,-0.04349,-0.191663,-0.410521,0.564613,0.159779,-0.5428,0.702136,0.309369,-0.434053,0.571979,-0.316641,-0.298407,0.443077,-3.362305,-5.792148,8.672038,-0.787419,-0.672339,2.039799,-0.066949,1.265769,-0.865422,-1.978851,-4.971668,6.788601,-0.075163,-0.273483,0.455834,0.158055,-0.50184,0.609679,0.303972,-0.457576,0.586791,-0.250758,-0.176816,0.387739
0.042918,-0.181001,0.048311,-0.154244,-0.760909,0.0135,-0.177231,-0.437628,0.649993,0.133852,-0.500538,0.654187,0.328153,-0.369313,0.51087,-0.321712,-0.374811,0.603581,2.056492,2.147737,-0.994148,-0.907887,2.563497,-3.803066,1.199079,3.084937,-3.229267,2.505831,2.607905,-1.320552,-0.133875,-0.343205,0.477554,0.117366,-0.507736,0.654927,0.290189,-0.44217,0.572213,-0.277097,-0.265225,0.415051
0.022043,-0.183813,0.030291,-0.674483,-0.634704,-0.090546,-0.106163,-0.391489,0.629927,0.106322,-0.403522,0.509782,0.367376,-0.272085,0.387377,-0.258574,-0.308085,0.56669,2.436278,1.386112,-0.750362,-1.109906,3.559871,-5.309142,1.128309,3.415605,-4.783636,2.005534,1.878863,-1.101225,-0.180121,-0.442733,0.651457,0.127978,-0.492915,0.646269,0.321881,-0.367521,0.497158,-0.327045,-0.377234,0.604958
0.008639,-0.188105,0.012084,-0.553251,-0.278525,-0.154459,-0.03573,-0.352182,0.606308,0.070973,-0.303818,0.351032,0.386178,-0.179698,0.252324,-0.198989,-0.264743,0.546895,2.290964,1.287413,-0.898316,-1.174423,3.122069,-4.919637,0.101424,2.44848,-4.029851,1.933732,1.028709,-0.226796,-0.106696,-0.391147,0.628628,0.103987,-0.413202,0.49714,0.352147,-0.257098,0.372393,-0.259592,-0.305602,0.56392
0.004192,-0.192743,0.003046,-0.277001,0.04635,-0.145365,0.025359,-0.317044,0.577079,0.033044,-0.233513,0.230395,0.364977,-0.127133,0.166852,-0.146357,-0.249239,0.553469,1.886451,1.021592,-0.933036,-1.121439,1.551336,-3.13051,-1.399984,0.595955,-1.310079,1.647089,0.085934,0.656699,-0.035565,-0.352544,0.606158,0.0705,-0.313696,0.353529,0.383328,-0.179084,0.25604,-0.199331,-0.264087,0.545699
0.008513,-0.196904,-0.000425,0.011211,0.204987,-0.119951,0.079098,-0.287946,0.547447,-0.002279,-0.212747,0.178348,0.298008,-0.148556,0.176908,-0.098488,-0.259665,0.586918,1.713508,0.822464,-0.963021,-1.210113,-0.409961,-0.508227,-2.834471,-1.614931,1.91956,1.480915,-0.6909,1.43918,0.023498,-0.31602,0.578728,0.027627,-0.239304,0.248419,0.364567,-0.153173,0.174083,-0.148216,-0.242101,0.547917
0.019701,-0.20085,-0.002469,0.093074,0.408086,-0.125182,0.130358,-0.266628,0.519791,-0.039854,-0.24377,0.186498,0.202678,-0.239481,0.278553,-0.053088,-0.293198,0.641744,1.68401,0.717474,-1.023482,-1.581713,-1.567056,0.995534,-3.539942,-3.806426,4.315612,1.406384,-1.368225,2.090219,0.078148,-0.287789,0.547672,-0.008046,-0.217413,0.187372,0.297447,-0.165347,0.184782,-0.099185,-0.258644,0.586118
0.034628,-0.205152,-0.001305,0.001636,0.595083,-0.168129,0.180904,-0.25036,0.491474,-0.092899,-0.306541,0.219248,0.095631,-0.372339,0.433481,-0.012914,-0.340077,0.710484,1.644594,0.537987,-0.940047,-2.044695,-2.143889,0.912812,-3.661043,-5.230747,5.750453,1.316961,-1.704784,2.508527,0.132813,-0.267385,0.518158,-0.058151,-0.277931,0.193966,0.203236,-0.250103,0.294888,-0.051975,-0.291504,0.638871
0.053268,-0.210349,0.010553,0.854334,0.708389,-0.205769,0.22051,-0.234077,0.457648,-0.179578,-0.374819,0.231064,-0.027601,-0.535331,0.606784,0.011315,-0.397415,0.790748,0.961067,0.683969,-1.331722,-3.8208,-2.354326,-0.365904,-4.801567,-5.938471,6.063391,0.329526,-2.106283,2.913442,0.181387,-0.250903,0.491078,-0.101196,-0.314591,0.21676,0.091673,-0.378612,0.43427,-0.013327,-0.340144,0.710073
0.072121,-0.212726,0.005096,-0.880952,0.699138,0.00727,0.260132,-0.208768,0.420465,-0.200301,-0.470805,0.381757,-0.032548,-0.617202,0.722585,0.028369,-0.417366,0.794906,1.143271,1.162647,-1.896745,2.896849,-0.029766,-1.491773,2.456255,0.340041,-0.304278,0.239634,0.687986,-2.403606,0.219157,-0.234432,0.461296,-0.198026,-0.3726,0.217887,-0.051397,-0.578871,0.603058,0.011617,-0.392608,0.78449
0.084438,-0.213286,-0.021093,-0.741143,0.10328,-0.052868,0.278212,-0.157071,0.35516,-0.119419,-0.445066,0.360795,0.034273,-0.603647,0.706151,0.003339,-0.342987,0.660873,0.168157,2.279193,-2.533654,2.272405,0.585977,-0.246739,2.117485,0.998938,-1.042125,-1.682855,3.931688,-5.585026,0.246847,-0.199568,0.416819,-0.197054,-0.466368,0.387623,-0.036528,-0.620764,0.72548,0.011666,-0.402411,0.780806
0.082059,-0.214093,-0.035091,-0.280555,-0.20116,-0.006934,0.265856,-0.080658,0.272278,-0.056673,-0.429337,0.369265,0.089972,-0.563294,0.665976,-0.064653,-0.203515,0.49506,-0.860901,2.684199,-2.521434,1.941787,0.454775,0.658699,1.78684,1.574792,-1.525243,-2.581097,4.948694,-5.471246,0.25806,-0.145844,0.332887,-0.120827,-0.446057,0.3544,0.034138,-0.608614,0.710555,-0.012216,-0.310184,0.662503
0.074358,-0.213227,-0.042277,-0.104647,-0.210696,0.043242,0.228728,-0.015955,0.21129,0.000275,-0.422421,0.397924,0.142759,-0.51663,0.623928,-0.135827,-0.066078,0.361726,-1.751323,1.447756,-1.321906,1.877526,-0.03825,1.248481,1.770143,1.422141,-1.217749,-2.181645,3.743814,-3.409809,0.264567,-0.084671,0.269061,-0.057145,-0.428874,0.368404,0.089529,-0.563703,0.66606,-0.062915,-0.20366,0.500289
0.069116,-0.211473,-0.046676,-0.185802,-0.155309,0.033262,0.163862,-0.006282,0.213976,0.056268,-0.426967,0.43919,0.196075,-0.481402,0.598267,-0.184874,0.005479,0.295073,-2.553779,-1.052162,1.231407,1.873903,-0.383951,1.558604,1.822715,0.914496,-0.541474,-1.075852,1.074051,-0.65581,0.230601,-0.021542,0.225301,0.001364,-0.418199,0.39619,0.142464,-0.514589,0.621416,-0.13591,-0.094423,0.354067
0.068035,-0.210567,-0.046148,0.029726,-0.043453,-0.001971,0.075918,-0.070123,0.285112,0.108264,-0.445105,0.492102,0.244585,-0.464449,0.592624,-0.212304,-0.014916,0.305962,-2.986881,-3.064126,3.292721,1.627918,-0.706867,1.880002,1.518535,0.377483,0.020424,-0.641961,-1.906,1.153175,0.165979,-0.01749,0.223796,0.056324,-0.426142,0.438827,0.195837,-0.481226,0.597701,-0.187983,-0.016534,0.296254
0.067624,-0.210737,-0.036951,0.653522,-0.006914,-0.018952,-0.019189,-0.187504,0.391174,0.150621,-0.473569,0.5582,0.284322,-0.455286,0.595368,-0.236386,-0.101002,0.359932,-3.263924,-4.290513,3.681082,1.105072,-1.069772,2.475965,0.959051,0.371202,0.0912,-1.102951,-3.73015,1.811836,0.084875,-0.119803,0.282885,0.106725,-0.443777,0.489101,0.24361,-0.465193,0.590609,-0.21884,-0.044438,0.322957
