vel_x,vel_y,vel_z,omega_x,omega_y,omega_z,FR_Hip_pos,FR_Thigh_pos,FR_Calf_pos,FL_Hip_pos,FL_Thigh_pos,FL_Calf_pos,RR_Hip_pos,RR_Thigh_pos,RR_Calf_pos,RL_Hip_pos,RL_Thigh_pos,RL_Calf_pos,FR_Hip_vel,FR_Thigh_vel,FR_Calf_vel,FL_Hip_vel,FL_Thigh_vel,FL_Calf_vel,RR_Hip_vel,RR_Thigh_vel,RR_Calf_vel,RL_Hip_vel,RL_Thigh_vel,RL_Calf_vel,FR_Hip_pos,FR_Thigh_pos,FR_Calf_pos,FL_Hip_pos,FL_Thigh_pos,FL_Calf_pos,RR_Hip_pos,RR_Thigh_pos,RR_Calf_pos,RL_Hip_pos,RL_Thigh_pos,RL_Calf_pos
0.029161,-0.003957,0.011347,-0.072188,-0.465189,-0.058254,0.034582,-0.408697,0.518625,-0.100707,-0.080189,0.42849,0.145198,-0.130793,0.453927,-0.061833,-0.476019,0.610498,0.132146,1.697871,0.618843,-0.712526,2.805388,-4.16596,1.305073,3.693852,-5.492957,0.045793,2.581136,-0.868213,0.030002,-0.441519,0.502743,-0.082577,-0.134277,0.491116,0.114805,-0.199527,0.547385,-0.063573,-0.531842,0.631322
0.020477,-0.005534,0.010225,-0.039969,-0.399861,-0.076775,0.037194,-0.376255,0.532418,-0.112275,-0.029848,0.351174,0.16731,-0.063688,0.352273,-0.061796,-0.426334,0.596676,0.137323,1.54293,0.742073,-0.437634,2.169717,-3.5064,0.89588,2.948526,-4.609926,-0.000333,2.337662,-0.487076,0.034059,-0.407568,0.515131,-0.096182,-0.084083,0.421693,0.138055,-0.133268,0.44709,-0.06196,-0.477872,0.608694
0.014058,-0.007269,0.009799,-0.008634,-0.250486,-0.078984,0.038895,-0.348096,0.548127,-0.116369,0.001207,0.293045,0.178832,-0.019915,0.27601,-0.062865,-0.384458,0.592262,0.034155,1.314644,0.836252,0.038876,0.903194,-2.262697,0.253745,1.397748,-2.990365,-0.097471,1.905938,0.024068,0.037441,-0.374531,0.530426,-0.111103,-0.046049,0.353261,0.163256,-0.078057,0.353371,-0.061547,-0.424672,0.592015
0.01106,-0.008835,0.009779,-0.002341,-0.071714,-0.067666,0.03976,-0.324393,0.564827,-0.109734,0.001338,0.264435,0.176256,-0.013978,0.238076,-0.064286,-0.353519,0.599493,0.032029,1.114704,0.871565,0.592514,-0.836548,-0.649451,-0.463438,-0.71394,-0.884057,-0.078434,1.336747,0.629817,0.039295,-0.345989,0.546975,-0.119586,-0.029848,0.304258,0.179323,-0.049187,0.285101,-0.062655,-0.380108,0.585579
0.011587,-0.010121,0.009603,-0.025787,0.094906,-0.05865,0.040428,-0.305085,0.582253,-0.093628,-0.034074,0.266887,0.161416,-0.050804,0.241537,-0.065363,-0.334019,0.618024,0.027094,0.915767,0.912408,0.973265,-2.558681,0.760451,-0.959058,-2.780213,1.05259,-0.0589,0.81186,1.147219,0.040362,-0.322141,0.563972,-0.119841,-0.044541,0.281248,0.182876,-0.056261,0.254793,-0.064187,-0.347324,0.591621
0.015131,-0.011288,0.008668,-0.075591,0.2375,-0.059016,0.041419,-0.28966,0.600096,-0.072546,-0.100801,0.292491,0.140059,-0.124843,0.27845,-0.06551,-0.324501,0.645628,0.061609,0.746979,0.913339,1.101842,-3.954711,1.640562,-1.136456,-4.438481,2.465197,-0.010215,0.36542,1.544244,0.040537,-0.302897,0.581571,-0.108493,-0.085362,0.281121,0.171709,-0.097854,0.257586,-0.065557,-0.327583,0.610648
0.021396,-0.012566,0.0066,-0.140253,0.360695,-0.069548,0.043141,-0.277053,0.617179,-0.050914,-0.191255,0.329143,0.117252,-0.227533,0.337987,-0.064852,-0.322936,0.679823,0.100015,0.616224,0.851196,1.050982,-4.951565,1.904853,-1.137076,-5.668189,3.338169,0.03918,0.00235,1.813581,0.041268,-0.287767,0.59978,-0.089985,-0.150992,0.298158,0.151869,-0.169956,0.288001,-0.065919,-0.318616,0.639599
0.030108,-0.014109,0.003194,-0.215169,0.48383,-0.08325,0.045922,-0.266349,0.631987,-0.031608,-0.298161,0.364709,0.095163,-0.351498,0.409782,-0.063356,-0.327897,0.718317,0.152688,0.542087,0.706262,0.887474,-5.633295,1.552186,-1.074912,-6.61116,3.724913,0.091127,-0.297591,1.994259,0.042931,-0.275936,0.617728,-0.068415,-0.237436,0.326364,0.12589,-0.269893,0.339638,-0.065071,-0.318012,0.675206
0.0414,-0.016017,-0.001267,-0.271989,0.608912,-0.100745,0.049353,-0.256382,0.642823,-0.017203,-0.416362,0.386566,0.073082,-0.492991,0.485697,-0.061606,-0.338464,0.759814,0.202306,0.53678,0.475292,0.576181,-6.104017,0.548489,-1.134255,-7.459238,3.815723,0.126729,-0.545277,2.123828,0.045774,-0.265929,0.633598,-0.048725,-0.340802,0.353506,0.098838,-0.39286,0.402717,-0.063407,-0.32345,0.71481
0.050858,-0.018082,-0.0089,-0.381753,0.248931,-0.032554,0.057759,-0.242384,0.645712,-0.001882,-0.541963,0.493946,0.063221,-0.632742,0.616787,-0.05936,-0.340178,0.783011,0.596538,1.01999,-0.520242,-0.062369,-5.549072,10.252137,0.653379,-5.573355,10.237221,-0.067885,0.69417,-0.530409,0.05011,-0.256936,0.645577,-0.037313,-0.458263,0.366351,0.066497,-0.540984,0.472933,-0.060643,-0.334357,0.756842
0.051501,-0.017261,-0.014603,-0.165796,-0.145271,0.029004,0.070571,-0.208472,0.608124,-0.001228,-0.528151,0.516361,0.0733,-0.632722,0.659329,-0.065748,-0.306574,0.735086,0.703204,2.075747,-2.776223,0.183437,3.046769,-0.638642,-0.080381,3.189638,-1.048819,-0.697187,2.374303,-3.642681,0.064353,-0.262346,0.60832,-0.025857,-0.414633,0.366122,0.057997,-0.527244,0.52297,-0.079185,-0.362761,0.739409
0.045616,-0.016461,-0.016455,-0.041461,-0.413812,0.028331,0.087208,-0.160805,0.539528,-0.001871,-0.483376,0.512153,0.073738,-0.578874,0.637987,-0.085083,-0.24768,0.644096,0.950182,2.692304,-3.97794,-0.080066,1.831932,0.089825,-0.009849,2.468956,-1.130631,-1.178114,3.483037,-5.30372,0.074756,-0.213166,0.573797,0.003181,-0.502059,0.471979,0.066193,-0.605507,0.614209,-0.078996,-0.310676,0.704334
0.035965,-0.015401,-0.016713,0.005079,-0.524,0.049592,0.106605,-0.10363,0.455353,-0.003934,-0.444455,0.517819,0.074001,-0.5235,0.613684,-0.109695,-0.171961,0.532086,0.944186,2.903455,-4.281458,-0.102816,1.879698,0.458198,0.021639,2.827818,-1.182613,-1.229381,3.924221,-5.700166,0.087516,-0.151192,0.512561,-0.001078,-0.489959,0.506545,0.075258,-0.5921,0.641273,-0.084995,-0.23456,0.618996
0.025577,-0.01387,-0.016397,0.020869,-0.505741,0.072865,0.123223,-0.048374,0.373074,-0.006603,-0.408247,0.529142,0.074067,-0.467849,0.592861,-0.131948,-0.095939,0.422551,0.700879,2.548589,-3.862055,-0.11516,1.686858,0.675651,-0.019241,2.65951,-0.873589,-0.977938,3.58432,-5.169761,0.102054,-0.102133,0.444988,-0.003471,-0.443474,0.514205,0.074031,-0.526739,0.614163,-0.102647,-0.166237,0.521733
0.016726,-0.012026,-0.01594,0.025916,-0.386319,0.083565,0.133042,-0.006317,0.30526,-0.009328,-0.376439,0.543441,0.074568,-0.418093,0.579852,-0.146775,-0.03504,0.331313,0.273445,1.609901,-2.871024,-0.105331,1.481748,0.782958,0.001677,2.300003,-0.406653,-0.503043,2.454574,-3.922988,0.119909,-0.057364,0.372741,-0.006548,-0.407254,0.527038,0.074005,-0.468496,0.590012,-0.125339,-0.101116,0.419751
0.011016,-0.010224,-0.015411,0.031023,-0.201771,0.077995,0.132714,0.010371,0.263001,-0.011987,-0.349332,0.559022,0.074992,-0.37837,0.577926,-0.150057,-0.005176,0.272115,-0.299704,0.056537,-1.351906,-0.124852,1.274983,0.811713,0.005466,1.753881,0.192617,0.160603,0.542879,-2.007721,0.134493,-0.028501,0.312657,-0.009519,-0.374718,0.542322,0.074469,-0.415464,0.574564,-0.144516,-0.05496,0.335317
0.009183,-0.008699,-0.014707,0.04855,-0.013875,0.065599,0.12133,-0.00743,0.252869,-0.014215,-0.326962,0.575413,0.074944,-0.350629,0.588309,-0.140292,-0.017718,0.25403,-0.790636,-1.721989,0.224703,-0.076841,1.035921,0.87372,-0.036548,1.172446,0.791893,0.752499,-1.64103,0.050662,0.140463,-0.026952,0.27677,-0.012203,-0.34729,0.558484,0.075101,-0.373092,0.57071,-0.153646,-0.04065,0.284258
0.010825,-0.007418,-0.013513,0.080378,0.144243,0.060626,0.10289,-0.05891,0.270204,-0.016515,-0.308899,0.59233,0.074214,-0.334142,0.609343,-0.121546,-0.071622,0.273465,-1.014891,-3.268573,1.358866,-0.098047,0.84683,0.888834,-0.046374,0.680536,1.252026,1.068543,-3.543857,1.708391,0.135172,-0.055335,0.268138,-0.014516,-0.324881,0.574887,0.075219,-0.344314,0.580592,-0.149303,-0.063954,0.270329
0.015346,-0.006176,-0.011486,0.131281,0.27692,0.065831,0.082301,-0.137489,0.304179,-0.019236,-0.29432,0.609156,0.072767,-0.326775,0.638345,-0.099362,-0.158932,0.320331,-1.030443,-4.444214,1.906166,-0.131291,0.694826,0.86253,-0.051348,0.292555,1.573384,1.119988,-4.999861,2.805723,0.120217,-0.108022,0.279018,-0.016681,-0.306988,0.592071,0.07448,-0.327893,0.602521,-0.133371,-0.118833,0.285706
0.022335,-0.004756,-0.008411,0.187142,0.392857,0.077802,0.06306,-0.235782,0.34269,-0.022612,-0.282204,0.62476,0.070627,-0.326583,0.672778,-0.077569,-0.271151,0.383496,-0.893727,-5.265645,1.832348,-0.185067,0.604243,0.763086,-0.092912,-0.036118,1.797545,1.059197,-6.081333,3.378379,0.099931,-0.184292,0.304838,-0.019156,-0.292875,0.60949,0.072975,-0.321335,0.63301,-0.111281,-0.203529,0.324805
0.031689,-0.003026,-0.004351,0.242333,0.513711,0.094704,0.047791,-0.347597,0.373223,-0.02665,-0.271501,0.637509,0.068173,-0.332308,0.710809,-0.056718,-0.402698,0.453724,-0.652927,-5.826245,1.133035,-0.212269,0.54796,0.590882,-0.131246,-0.322308,1.957953,1.033943,-6.983957,3.563955,0.080278,-0.279027,0.334875,-0.022581,-0.281467,0.625913,0.07065,-0.321955,0.668769,-0.085434,-0.313798,0.379843
0.043197,-0.000805,-0.000012,0.571704,0.503979,0.107229,0.036442,-0.469867,0.400395,-0.030757,-0.260359,0.644343,0.066931,-0.342031,0.749284,-0.036313,-0.549917,0.534112,-1.58277,-6.48819,6.388585,-0.663338,0.819408,-0.064617,-0.474388,-0.003557,1.274346,-0.063196,-7.090205,7.137708,0.065046,-0.387701,0.357905,-0.026867,-0.271555,0.639731,0.067753,-0.32812,0.707646,-0.057561,-0.446717,0.442515
0.048836,-0.000752,0.009681,0.333007,0.097186,-0.029298,0.029195,-0.536635,0.51041,-0.043455,-0.237907,0.634343,0.06359,-0.326106,0.738704,-0.058314,-0.630691,0.663846,-0.241367,2.373593,-1.291227,-0.582467,1.679657,-1.699821,0.266219,1.711742,-2.35967,-0.421384,1.447604,-1.069626,0.057907,-0.436795,0.359302,-0.036975,-0.271022,0.631113,0.074085,-0.347787,0.724549,-0.032926,-0.529552,0.500076
0.047142,-0.001331,0.013314,0.071281,-0.239912,-0.021323,0.0244,-0.482064,0.499333,-0.056226,-0.197385,0.583057,0.078149,-0.279317,0.66846,-0.056846,-0.578382,0.649764,0.062608,1.887292,-0.136111,-0.744314,2.391995,-3.290878,1.100752,2.962874,-4.541262,-0.027804,2.252348,-0.785903,0.026611,-0.433689,0.382658,-0.047453,-0.255048,0.593527,0.08703,-0.343987,0.701784,-0.043726,-0.538649,0.554977
0.040123,-0.002039,0.013162,-0.057303,-0.428804,-0.031222,0.026307,-0.445753,0.502199,-0.072076,-0.143372,0.507054,0.104318,-0.210643,0.565258,-0.056996,-0.530388,0.630426,0.144385,1.832953,0.336477,-0.811171,2.87284,-4.142569,1.427491,3.737781,-5.567905,0.078407,2.546658,-1.000572,0.025091,-0.502625,0.494715,-0.059701,-0.190121,0.546863,0.08509,-0.271643,0.636185,-0.063938,-0.60204,0.657996
0.030965,-0.003179,0.011725,-0.071595,-0.471874,-0.059471,0.029367,-0.409256,0.512165,-0.087291,-0.086161,0.422965,0.132056,-0.13518,0.453474,-0.056061,-0.477196,0.611197,0.115402,1.705774,0.647756,-0.695325,2.775093,-4.127076,1.289622,3.70484,-5.476777,0.072411,2.582032,-0.839822,0.024718,-0.442025,0.495815,-0.068877,-0.140279,0.484817,0.100846,-0.204606,0.547018,-0.057878,-0.532844,0.631434
0.022135,-0.004811,0.010606,-0.03943,-0.407409,-0.079926,0.031947,-0.376717,0.52641,-0.098583,-0.036371,0.346425,0.153691,-0.067966,0.35223,-0.056141,-0.427313,0.597556,0.152118,1.553295,0.756783,-0.429138,2.145151,-3.469397,0.869563,2.951108,-4.587137,-0.061452,2.378706,-0.509086,0.028788,-0.408145,0.508668,-0.082742,-0.09,0.416251,0.12401,-0.138078,0.446789,-0.056256,-0.478911,0.609116
0.015548,-0.00662,0.010107,-0.016532,-0.261283,-0.0838,0.033709,-0.348486,0.542619,-0.102602,-0.005614,0.288944,0.164831,-0.024064,0.276354,-0.057139,-0.385185,0.593346,0.079469,1.337473,0.84706,0.038636,0.896847,-2.228735,0.248468,1.413511,-2.979603,-0.058206,1.904493,0.046916,0.03229,-0.374869,0.524268,-0.097672,-0.052457,0.348514,0.149289,-0.082544,0.353349,-0.055722,-0.425659,0.592873
0.012365,-0.008295,0.009951,-0.010972,-0.081574,-0.072974,0.034917,-0.32471,0.559782,-0.096254,-0.005489,0.260964,0.162489,-0.017711,0.238498,-0.058492,-0.353982,0.600738,0.068653,1.12743,0.888212,0.569132,-0.83,-0.618897,-0.432426,-0.6846,-0.887472,-0.041067,1.338485,0.655414,0.034157,-0.346295,0.541423,-0.106329,-0.036511,0.300392,0.165806,-0.05325,0.285194,-0.056876,-0.380784,0.586578
0.012721,-0.009726,0.009587,-0.035632,0.087149,-0.06642,0.035831,-0.305449,0.577787,-0.080852,-0.040608,0.264005,0.148613,-0.053871,0.241804,-0.059464,-0.334192,0.619495,0.01363,0.898285,0.954286,0.928166,-2.536276,0.788825,-0.893191,-2.740579,1.038802,-0.04053,0.818023,1.166586,0.035251,-0.322427,0.558878,-0.107026,-0.051224,0.278004,0.169795,-0.059965,0.255155,-0.058517,-0.347773,0.592871
0.01611,-0.011073,0.008512,-0.076934,0.230482,-0.06748,0.037067,-0.290049,0.596204,-0.060983,-0.106729,0.290193,0.12868,-0.127079,0.278448,-0.059688,-0.324393,0.647338,0.038378,0.731406,0.954358,1.024803,-3.917142,1.667314,-1.069,-4.399499,2.456799,-0.038583,0.386139,1.550395,0.035976,-0.303169,0.577066,-0.096447,-0.091576,0.278567,0.159829,-0.100748,0.257822,-0.059717,-0.327657,0.611996
0.02221,-0.012504,0.006437,-0.138174,0.352704,-0.075733,0.038969,-0.277418,0.613821,-0.041071,-0.196324,0.327426,0.10722,-0.228973,0.337833,-0.059181,-0.322615,0.68189,0.105518,0.617743,0.878974,0.959853,-4.905926,1.93649,-1.068778,-5.628711,3.329686,0.017941,0.018931,1.828067,0.037081,-0.2881,0.595847,-0.079212,-0.15645,0.296049,0.140489,-0.172411,0.288325,-0.059937,-0.318451,0.641252
0.030749,-0.014146,0.00311,-0.209078,0.475087,-0.086589,0.04176,-0.2667,0.629239,-0.023669,-0.302241,0.363646,0.086484,-0.352111,0.409397,-0.057873,-0.327394,0.72082,0.150727,0.543147,0.73828,0.78966,-5.580955,1.58499,-1.007212,-6.56866,3.710938,0.070778,-0.284705,2.013369,0.038843,-0.27628,0.614349,-0.058803,-0.242159,0.324965,0.116072,-0.271453,0.339531,-0.059328,-0.317607,0.677198
0.041775,-0.016086,-0.001298,-0.259573,0.599627,-0.100397,0.045212,-0.256735,0.640893,-0.011093,-0.419277,0.386499,0.065968,-0.492397,0.484743,-0.056216,-0.337684,0.762672,0.191062,0.546976,0.519084,0.475995,-6.039135,0.595374,-1.064294,-7.39989,3.787945,0.122024,-0.539859,2.15452,0.041698,-0.26626,0.630816,-0.040829,-0.344516,0.352597,0.09034,-0.393495,0.402375,-0.057892,-0.3229,0.717253
0.051041,-0.018109,-0.008665,-0.371799,0.238525,-0.02884,0.053449,-0.242693,0.644344,0.001725,-0.54304,0.493916,0.057516,-0.630862,0.615918,-0.054298,-0.339189,0.786115,0.601002,1.019479,-0.513597,-0.211215,-5.42807,10.203621,0.737157,-5.493429,10.298846,-0.084598,0.706821,-0.55315,0.0459,-0.257236,0.643493,-0.031023,-0.460215,0.366046,0.059081,-0.54041,0.472366,-0.055367,-0.33366,0.759806
0.051469,-0.017202,-0.014175,-0.147749,-0.161033,0.029199,0.066355,-0.208819,0.606707,0.001875,-0.528535,0.51654,0.067898,-0.630397,0.659645,-0.060961,-0.305282,0.737419,0.699029,2.075223,-2.786212,0.148987,3.067337,-0.611125,-0.332978,3.080442,-0.905664,-0.715945,2.400393,-3.692994,0.060668,-0.262934,0.606153,-0.019855,-0.417048,0.366697,0.050851,-0.526207,0.522144,-0.074604,-0.361833,0.741113
0.045415,-0.016343,-0.015925,-0.038835,-0.419927,0.030791,0.083079,-0.161444,0.538062,0.001014,-0.483583,0.512794,0.068357,-0.576116,0.638419,-0.080369,-0.24627,0.645826,0.948423,2.669362,-3.975985,-0.092156,1.847257,0.1068,0.002683,2.501174,-1.12822,-1.178001,3.482733,-5.32805,0.070609,-0.213987,0.57224,0.00676,-0.503068,0.472678,0.060309,-0.603126,0.61331,-0.074265,-0.309568,0.70654
0.035701,-0.015247,-0.016132,0.01,-0.530762,0.051071,0.102293,-0.104775,0.453893,-0.001049,-0.444451,0.518861,0.068539,-0.520422,0.614461,-0.104851,-0.170741,0.533588,0.928064,2.8779,-4.273963,-0.151509,1.907691,0.453129,-0.041719,2.813579,-1.136758,-1.21958,3.920254,-5.710045,0.082898,-0.152262,0.511222,0.002134,-0.490233,0.507206,0.070195,-0.589287,0.6416,-0.080056,-0.23332,0.620819
0.025228,-0.013703,-0.015864,0.014814,-0.510955,0.073609,0.118698,-0.05008,0.37178,-0.003657,-0.408082,0.530572,0.068698,-0.464513,0.593975,-0.126716,-0.094876,0.423906,0.694869,2.52141,-3.850613,-0.156169,1.726434,0.665765,0.036596,2.705289,-0.883463,-0.952135,3.576739,-5.176552,0.097515,-0.103447,0.443755,-0.000625,-0.443602,0.515369,0.068595,-0.523683,0.614846,-0.097496,-0.164972,0.523318
0.016244,-0.011866,-0.015549,0.017702,-0.393466,0.083166,0.128474,-0.008496,0.304182,-0.006207,-0.376056,0.545322,0.069336,-0.41441,0.581289,-0.140955,-0.034054,0.332455,0.276381,1.588291,-2.860118,-0.141256,1.51624,0.779547,0.06452,2.347483,-0.419115,-0.475089,2.452151,-3.936539,0.115526,-0.05894,0.371543,-0.003529,-0.407132,0.52852,0.068648,-0.465158,0.591127,-0.119706,-0.100271,0.421222
0.010402,-0.010084,-0.015108,0.027395,-0.204587,0.07736,0.128177,0.007801,0.262097,-0.008756,-0.348786,0.561398,0.069862,-0.374368,0.579704,-0.143889,-0.004184,0.272846,-0.299097,0.035103,-1.344865,-0.082099,1.260996,0.857258,0.06391,1.793395,0.187683,0.1624,0.542056,-2.036095,0.130163,-0.030622,0.311565,-0.006369,-0.374405,0.544225,0.069142,-0.411836,0.575988,-0.138663,-0.054083,0.336381
0.008467,-0.00855,-0.014345,0.052669,-0.014091,0.067164,0.116796,-0.010451,0.252245,-0.011054,-0.326337,0.578366,0.069766,-0.346433,0.590508,-0.134492,-0.016611,0.253968,-0.784599,-1.745719,0.235727,-0.144384,1.073382,0.864761,0.008887,1.201424,0.796577,0.723155,-1.646075,0.015059,0.136008,-0.029782,0.275947,-0.008852,-0.346732,0.560876,0.069949,-0.369076,0.572463,-0.148275,-0.03956,0.284591
0.010108,-0.007226,-0.013042,0.084076,0.15121,0.063368,0.098576,-0.062417,0.269924,-0.013471,-0.308261,0.595841,0.069003,-0.329946,0.612175,-0.116511,-0.070626,0.272662,-0.99768,-3.294054,1.372485,-0.103383,0.850392,0.912087,-0.009394,0.688215,1.277458,1.026791,-3.565563,1.682259,0.130972,-0.058338,0.26747,-0.011359,-0.324183,0.577799,0.070001,-0.340037,0.582749,-0.143945,-0.062959,0.270368
0.014776,-0.005927,-0.010996,0.12864,0.283947,0.068324,0.078449,-0.14139,0.304119,-0.016181,-0.293629,0.613092,0.067606,-0.322877,0.642128,-0.094988,-0.158438,0.319205,-0.998919,-4.458257,1.915025,-0.127332,0.695248,0.88239,-0.066967,0.259475,1.63325,1.102537,-5.031115,2.804733,0.116024,-0.111371,0.278688,-0.013569,-0.306356,0.595542,0.06918,-0.323727,0.605344,-0.128596,-0.117978,0.285221
0.021928,-0.004473,-0.008049,0.180158,0.401153,0.078733,0.05991,-0.239982,0.34287,-0.019443,-0.281484,0.629012,0.065701,-0.323164,0.677602,-0.073316,-0.271445,0.382586,-0.861241,-5.283834,1.849616,-0.172747,0.603825,0.782353,-0.101402,-0.070951,1.860948,1.060324,-6.127186,3.397595,0.09637,-0.187876,0.304784,-0.016259,-0.292269,0.613411,0.067676,-0.317445,0.636721,-0.106245,-0.203478,0.324299
0.031441,-0.002739,-0.003969,0.247732,0.52871,0.094625,0.044944,-0.352415,0.374248,-0.023527,-0.270851,0.6421,0.063302,-0.329461,0.716655,-0.052727,-0.403951,0.45325,-0.654014,-5.872864,1.184973,-0.23177,0.557548,0.600278,-0.142095,-0.36013,2.023335,1.005979,-7.044001,3.588877,0.076956,-0.283448,0.335269,-0.019471,-0.28075,0.630181,0.065673,-0.31846,0.673562,-0.080871,-0.314702,0.379082
0.043384,-0.000497,0.000326,0.577583,0.518016,0.109617,0.033722,-0.475834,0.401963,-0.02755,-0.259628,0.648972,0.062091,-0.340147,0.756732,-0.032518,-0.552974,0.534285,-1.576292,-6.530093,6.407346,-0.66906,0.814414,-0.066335,-0.483495,-0.056284,1.330963,-0.065768,-7.166489,7.067909,0.061454,-0.393389,0.359083,-0.02356,-0.270805,0.644253,0.063077,-0.325242,0.713581,-0.054325,-0.448245,0.441596
0.049287,-0.000382,0.010261,0.33346,0.099576,-0.030034,0.026354,-0.542364,0.510823,-0.040561,-0.237287,0.63858,0.058986,-0.324742,0.745609,-0.054414,-0.636033,0.667359,-0.248988,2.440542,-1.335395,-0.587859,1.686955,-1.72098,0.275804,1.710644,-2.409088,-0.427252,1.401213,-0.991823,0.054502,-0.442434,0.360731,-0.03401,-0.270362,0.635472,0.069462,-0.34561,0.730788,-0.030122,-0.531358,0.500051
0.04754,-0.000966,0.013893,0.071998,-0.245491,-0.021442,0.021594,-0.486593,0.499295,-0.053408,-0.196577,0.587006,0.073603,-0.277809,0.67456,-0.052858,-0.58351,0.653144,0.025229,1.894668,-0.118639,-0.748799,2.403408,-3.300501,1.094644,2.974147,-4.57135,-0.029932,2.294287,-0.80998,0.023741,-0.439107,0.383593,-0.044419,-0.254073,0.597484,0.082425,-0.3423,0.708451,-0.040011,-0.541657,0.555618
0.040365,-0.001675,0.013712,-0.055684,-0.434082,-0.031785,0.023529,-0.449832,0.502186,-0.069291,-0.142316,0.510905,0.099563,-0.208844,0.570914,-0.053017,-0.534717,0.633286,0.097272,1.828747,0.361185,-0.813721,2.882502,-4.147008,1.409701,3.748062,-5.58167,0.002378,2.611169,-1.063509,0.022232,-0.507948,0.494749,-0.056876,-0.189005,0.550911,0.080004,-0.269949,0.642751,-0.060049,-0.607012,0.661308
0.031061,-0.002809,0.012208,-0.075019,-0.477989,-0.059791,0.026689,-0.412787,0.512186,-0.084443,-0.084904,0.426736,0.12699,-0.133051,0.458836,-0.051989,-0.480831,0.613654,0.176688,1.758331,0.619487,-0.691953,2.782846,-4.129879,1.273336,3.719192,-5.488322,0.007134,2.646808,-0.896652,0.022004,-0.446004,0.495687,-0.065875,-0.139247,0.488752,0.095769,-0.202429,0.552835,-0.05382,-0.537378,0.634438
0.022128,-0.004423,0.010999,-0.043872,-0.410753,-0.078024,0.029309,-0.379864,0.526518,-0.095655,-0.034948,0.350025,0.148359,-0.065481,0.357281,-0.051809,-0.430496,0.599824,0.117394,1.550644,0.779025,-0.424767,2.152247,-3.482172,0.861118,2.96978,-4.606272,-0.039081,2.39297,-0.510404,0.026163,-0.411727,0.508714,-0.079791,-0.088719,0.420076,0.118802,-0.135529,0.452168,-0.052047,-0.482658,0.611628
0.015473,-0.006209,0.010398,-0.023215,-0.263931,-0.081699,0.031266,-0.351298,0.542748,-0.099637,-0.004078,0.292246,0.15939,-0.021211,0.280927,-0.052626,-0.388032,0.595471,0.122348,1.369148,0.830122,0.037317,0.902548,-2.249428,0.246198,1.428733,-3.004792,-0.030382,1.911062,0.051891,0.029609,-0.378046,0.524385,-0.094649,-0.051045,0.352092,0.144016,-0.079766,0.358272,-0.051471,-0.428831,0.595061
0.012257,-0.007848,0.010152,-0.011246,-0.077494,-0.071457,0.032473,-0.327359,0.560025,-0.09346,-0.003877,0.263813,0.157031,-0.014631,0.242414,-0.053889,-0.356608,0.602796,0.027039,1.116949,0.906664,0.55208,-0.829559,-0.649842,-0.434518,-0.688027,-0.919077,-0.113938,1.376213,0.621498,0.031698,-0.349141,0.541626,-0.103468,-0.034854,0.303587,0.160225,-0.05044,0.289748,-0.052328,-0.383591,0.588622
0.012612,-0.009227,0.009691,-0.041139,0.090481,-0.063463,0.033482,-0.307928,0.578113,-0.078426,-0.039044,0.266311,0.143378,-0.050736,0.244859,-0.054718,-0.336745,0.621658,0.044586,0.923803,0.945641,0.906868,-2.541212,0.75638,-0.876095,-2.747659,0.997325,-0.028258,0.815286,1.178641,0.032883,-0.325068,0.559104,-0.104303,-0.049588,0.280638,0.164365,-0.057102,0.259024,-0.053823,-0.350406,0.594884
0.016084,-0.010512,0.008509,-0.083795,0.234223,-0.064305,0.034759,-0.292408,0.596592,-0.058945,-0.105266,0.291781,0.123848,-0.124144,0.28067,-0.054839,-0.327005,0.649724,0.062353,0.744739,0.948249,1.009502,-3.923434,1.630831,-1.044481,-4.410895,2.414079,-0.026782,0.380216,1.562818,0.033647,-0.305696,0.577313,-0.093991,-0.089926,0.280667,0.154773,-0.097819,0.260952,-0.054901,-0.330316,0.614158
0.022208,-0.011881,0.006258,-0.146462,0.358636,-0.072865,0.036828,-0.279833,0.614337,-0.039243,-0.195181,0.328563,0.103069,-0.226249,0.3391,-0.054139,-0.325327,0.684419,0.099119,0.614486,0.890824,0.951944,-4.930437,1.912669,-1.029155,-5.651742,3.284749,0.020576,0.016011,1.838715,0.034725,-0.290557,0.596183,-0.077044,-0.155095,0.297536,0.135896,-0.16975,0.290541,-0.055116,-0.32116,0.643609
0.030797,-0.013478,0.002706,-0.217908,0.481326,-0.084637,0.039821,-0.269149,0.62992,-0.02185,-0.30172,0.364588,0.083313,-0.349752,0.409667,-0.052625,-0.33018,0.72354,0.174042,0.555011,0.737601,0.788181,-5.616582,1.572858,-0.957475,-6.59517,3.666307,0.075829,-0.290683,2.026877,0.036571,-0.27861,0.61476,-0.056721,-0.241251,0.325804,0.112346,-0.269044,0.340753,-0.054375,-0.320379,0.679799
0.04194,-0.015386,-0.001888,-0.269051,0.605042,-0.098792,0.043442,-0.259186,0.641626,-0.009214,-0.419489,0.387158,0.063824,-0.490562,0.484127,-0.050816,-0.340644,0.765699,0.192852,0.54071,0.522537,0.48414,-6.078281,0.583747,-1.011723,-7.425146,3.743693,0.131436,-0.550383,2.168392,0.039724,-0.268725,0.63137,-0.038942,-0.344004,0.353078,0.087414,-0.391293,0.402822,-0.052669,-0.325867,0.720067
