vel_x,vel_y,vel_z,omega_x,omega_y,omega_z,FR_hip_pos,FR_thigh_pos,FR_calf_pos,FL_hip_pos,FL_thigh_pos,FL_calf_pos,RR_hip_pos,RR_thigh_pos,RR_calf_pos,RL_hip_pos,RL_thigh_pos,RL_calf_pos,FR_hip_vel,FR_thigh_vel,FR_calf_vel,FL_hip_vel,FL_thigh_vel,FL_calf_vel,RR_hip_vel,RR_thigh_vel,RR_calf_vel,RL_hip_vel,RL_thigh_vel,RL_calf_vel
0.021859,-0.021747,-0.001681,0.02343,-0.026019,0.000719,-0.171507,-0.468227,0.877607,-0.271873,-0.232795,0.578961,0.280577,-0.257214,0.644868,0.195204,-0.457132,0.831362,0.015386,0.011521,0.110991,-0.934537,0.046182,-0.66916,0.359983,1.168145,-0.726066,-0.001397,0.091685,-0.033092
0.020207,-0.028082,0.015422,-0.105818,-0.04755,0.006633,-0.169645,-0.468409,0.880064,-0.283281,-0.238497,0.57224,0.283345,-0.245305,0.649123,0.197252,-0.455684,0.83155,0.132712,-0.036106,0.149476,-0.228548,-0.606862,0.195162,-0.121279,0.03464,0.827823,0.159903,0.046482,0.047069
0.013802,-0.034019,0.036417,-0.008661,0.027704,0.010689,-0.167663,-0.47002,0.883316,-0.282157,-0.265877,0.593994,0.273366,-0.255598,0.673564,0.199049,-0.457217,0.834794,0.073716,-0.111772,0.177101,0.300345,-1.87773,1.663643,-0.781157,-1.008785,1.676387,0.056539,-0.146095,0.236899
0.005395,-0.040194,0.050503,-0.021149,0.049409,0.015052,-0.165742,-0.472844,0.886775,-0.270418,-0.308983,0.635125,0.25458,-0.287019,0.714166,0.200678,-0.461394,0.840685,0.095653,-0.168431,0.185305,0.804407,-2.34392,2.397712,-1.093234,-2.063323,2.204404,0.080434,-0.249161,0.330478
-0.008363,-0.047431,0.062007,0.07086,0.170427,0.022327,-0.165119,-0.477105,0.88899,-0.251151,-0.369047,0.694188,0.229358,-0.334359,0.75373,0.200767,-0.470043,0.850014,0.016118,-0.224609,0.054499,1.062319,-3.258183,2.988365,-1.297413,-2.612148,1.89528,-0.023228,-0.532865,0.551348
-0.026009,-0.056317,0.069692,-0.130457,0.197976,0.002686,-0.161486,-0.481302,0.888463,-0.22526,-0.428944,0.747466,0.209738,-0.397747,0.791965,0.203673,-0.482601,0.86297,0.222348,-0.218668,-0.065263,1.394652,-2.795566,2.575044,-0.855599,-3.628175,1.608925,0.179565,-0.699459,0.702708
-0.042692,-0.062379,0.063288,0.109508,0.361027,0.005455,-0.15961,-0.486394,0.884786,-0.1993,-0.490836,0.80239,0.191162,-0.470616,0.80641,0.204287,-0.500287,0.879173,0.007148,-0.24669,-0.280487,1.171999,-3.074255,2.410471,-0.879324,-3.552527,0.074275,-0.070189,-0.972426,0.868381
-0.00366,-0.0687,-0.005824,0.152256,0.041249,-0.044096,-0.154069,-0.484431,0.891402,-0.185885,-0.540695,0.868104,0.180099,-0.525229,0.851768,0.188631,-0.48667,0.855489,0.030908,-0.036688,0.068891,-0.075305,-0.312199,0.195778,-0.036354,0.484116,-0.050582,-0.306826,1.170932,-1.481305
0.022116,-0.046561,-0.024053,0.057824,-0.057177,0.030094,-0.161138,-0.47484,0.8724,-0.186558,-0.538391,0.869853,0.179452,-0.520211,0.851489,0.19352,-0.44626,0.807831,-0.73683,1.010443,-1.942268,0.028442,0.090984,-0.055921,0.033322,0.051143,-0.041698,0.660269,2.528197,-2.750737
0.024882,-0.031802,-0.03447,-0.027176,-0.07581,0.014375,-0.17853,-0.441701,0.818605,-0.185227,-0.53463,0.86636,0.180923,-0.518246,0.851232,0.208473,-0.396502,0.752812,-1.003805,2.058443,-2.955526,0.087238,0.269719,-0.248796,0.065987,0.123437,0.017214,0.851472,2.519237,-2.921237
0.026253,-0.020752,-0.037959,-0.003603,-0.136618,0.023209,-0.202293,-0.396935,0.760955,-0.184242,-0.527265,0.859513,0.181941,-0.515738,0.852573,0.229237,-0.341222,0.690589,-1.307768,2.351375,-2.861763,0.014119,0.408201,-0.384722,0.041647,0.121497,0.093116,1.124872,2.749697,-2.94407
0.024474,-0.010058,-0.033904,-0.041417,-0.120499,0.008834,-0.227144,-0.348121,0.707201,-0.183047,-0.519406,0.852084,0.183035,-0.51353,0.854746,0.251755,-0.294818,0.639779,-1.20547,2.437611,-2.2896,0.045682,0.380053,-0.351143,0.036203,0.098955,0.111075,1.094839,1.945545,-2.324119
0.01876,-0.002783,-0.021607,0.032807,-0.125966,0.004354,-0.250867,-0.305639,0.674529,-0.183509,-0.512,0.845499,0.183002,-0.51179,0.857254,0.271169,-0.260793,0.599405,-1.0551,1.801789,-1.15934,-0.046536,0.326906,-0.284518,-0.030857,0.059193,0.137087,0.794684,1.291672,-1.45751
0.012132,0.003511,-0.001088,-0.017965,-0.068492,-0.009326,-0.265127,-0.278209,0.663899,-0.183419,-0.507433,0.841779,0.183169,-0.511371,0.860275,0.282357,-0.25112,0.588016,-0.430765,0.909928,0.199642,0.005427,0.154425,-0.109252,0.006178,-0.014193,0.158479,0.287717,-0.136547,0.092795
0.004045,0.008856,0.017071,0.021338,-0.051705,-0.019879,-0.268235,-0.27203,0.682552,-0.184174,-0.505316,0.840821,0.182787,-0.512217,0.863695,0.281777,-0.262976,0.601677,0.116573,-0.227827,1.453882,-0.051184,0.050163,0.008318,-0.037216,-0.075525,0.184514,-0.301588,-1.016699,1.266009
-0.006495,0.014173,0.03498,-0.02577,0.015236,-0.030829,-0.259163,-0.286066,0.717625,-0.184206,-0.506807,0.843256,0.182889,-0.514527,0.867065,0.270625,-0.298069,0.64133,0.671546,-1.141657,2.105941,-0.006755,-0.138091,0.182526,0.002347,-0.145489,0.164315,-0.754215,-2.131181,2.309292
-0.020026,0.019253,0.047482,0.034607,0.030022,-0.031754,-0.24394,-0.319357,0.764763,-0.185447,-0.510626,0.847977,0.182037,-0.517762,0.870109,0.251373,-0.343351,0.69102,0.858784,-2.128292,2.398383,-0.072873,-0.239092,0.275756,-0.057709,-0.188365,0.154588,-1.108485,-2.367709,2.724265
-0.039409,0.023942,0.058642,-0.039859,0.150222,-0.034975,-0.223746,-0.367707,0.805964,-0.185665,-0.518847,0.856023,0.181878,-0.522367,0.871764,0.227744,-0.400141,0.752886,1.049503,-2.653883,1.84765,0.017148,-0.531445,0.505034,0.005847,-0.241095,0.015638,-1.189593,-3.01272,3.034997
-0.062401,0.029899,0.067661,0.041765,0.256568,-0.009976,-0.207377,-0.42857,0.836021,-0.186782,-0.534236,0.870271,0.180269,-0.527584,0.86906,0.202592,-0.465235,0.812481,0.730407,-3.26677,1.104131,-0.03539,-0.830088,0.775837,-0.069979,-0.254442,-0.182744,-1.156532,-3.09412,2.566479
-0.067275,0.038437,0.039842,-0.187867,0.043249,0.010475,-0.196141,-0.504662,0.877324,-0.186349,-0.542468,0.863903,0.178406,-0.531595,0.865128,0.175142,-0.547472,0.886988,0.827299,-5.233153,7.671322,0.326248,1.491242,-3.109795,0.076507,-0.141566,0.313644,-1.201512,-4.552966,6.110474
-0.034691,0.017103,0.021845,0.039721,0.073797,-0.053912,-0.195497,-0.507612,0.876961,-0.193752,-0.512543,0.81427,0.185646,-0.530297,0.852068,0.174103,-0.557495,0.897337,-0.030708,-0.10327,0.044803,-0.796422,1.880809,-2.759042,0.540749,0.567915,-1.460366,-0.178186,-0.33093,0.384007
-0.01083,0.009698,-0.004321,-0.016631,-0.05627,-0.049977,-0.195663,-0.50866,0.878424,-0.20996,-0.464305,0.75658,0.202625,-0.507629,0.813774,0.17268,-0.559691,0.899931,-0.002111,-0.012547,0.102938,-0.89978,2.580724,-2.659131,1.067566,1.618284,-2.353336,-0.056235,0.059957,-0.064048
0.006116,0.005217,-0.028852,-0.008039,-0.130918,-0.018812,-0.195899,-0.507843,0.881063,-0.22737,-0.410621,0.701851,0.223646,-0.463115,0.763043,0.171927,-0.554406,0.894724,-0.015819,0.080171,0.128334,-0.95225,2.614245,-2.740196,1.128719,2.511059,-2.468008,-0.024043,0.339798,-0.333577
0.012204,0.003605,-0.038563,-0.049742,-0.167737,-0.01567,-0.195352,-0.505766,0.883776,-0.247902,-0.355998,0.645664,0.248231,-0.411535,0.718146,0.172659,-0.545692,0.886438,0.040328,0.114282,0.12789,-1.038358,2.580281,-2.561264,1.2354,2.592176,-2.131461,0.048555,0.456773,-0.438842
0.015381,0.001732,-0.039182,-0.023211,-0.159401,0.00012,-0.19523,-0.503355,0.886688,-0.26863,-0.309667,0.600535,0.270563,-0.359476,0.682955,0.173179,-0.535684,0.876826,0.005646,0.117001,0.119986,-0.92748,1.887091,-1.81798,1.039201,2.434797,-1.303137,0.041628,0.463343,-0.439924
0.010852,0.002233,-0.029008,0.036932,-0.102279,0.022958,-0.194658,-0.501228,0.889146,-0.282578,-0.276997,0.574721,0.287952,-0.319267,0.669122,0.174671,-0.526531,0.868233,-0.053096,0.051294,0.079581,-0.419782,0.754659,-0.214782,0.511491,1.675994,-0.41065,0.018342,0.326022,-0.333675
0.007762,-0.00043,-0.012532,-0.051778,-0.078808,0.030212,-0.194859,-0.500106,0.890661,-0.284395,-0.273369,0.581347,0.292591,-0.296978,0.677026,0.175199,-0.521365,0.863542,0.02336,0.040645,0.068657,0.198076,-0.229694,0.780278,0.016896,0.522812,1.137392,0.064216,0.197229,-0.15962
-0.00171,0.000413,0.005618,0.106065,0.018818,0.054349,-0.195216,-0.500322,0.892122,-0.274592,-0.2894,0.61187,0.286202,-0.298417,0.708693,0.176099,-0.518859,0.861538,-0.120918,-0.075171,0.036379,0.790495,-1.739569,2.463916,-0.739002,-0.423047,1.669913,-0.045887,-0.024638,0.004821
-0.007617,-0.004359,0.018278,-0.069876,0.012565,0.048279,-0.196551,-0.501639,0.892834,-0.254561,-0.329917,0.662722,0.268426,-0.316668,0.751721,0.175559,-0.520261,0.863093,0.058939,-0.05521,0.032836,1.193817,-2.035265,2.404881,-0.855559,-1.433454,2.612233,0.090721,-0.10483,0.134979
-0.027481,-0.006796,0.036944,-0.020361,0.146159,0.052317,-0.196278,-0.503784,0.892472,-0.228352,-0.377257,0.718075,0.249362,-0.353281,0.800177,0.17699,-0.524568,0.867358,0.01474,-0.154938,-0.126091,1.494552,-3.115349,3.419342,-0.978571,-2.181965,2.060868,0.055119,-0.472045,0.414902
-0.047863,-0.012813,0.050939,-0.218714,0.237681,0.032743,-0.195371,-0.506772,0.888768,-0.198357,-0.440717,0.781978,0.231176,-0.403814,0.836551,0.178114,-0.535982,0.87791,0.221226,-0.157077,-0.32852,1.689798,-3.351415,3.102426,-0.593906,-2.994198,1.583868,0.227328,-0.792552,0.731159
-0.072991,-0.016642,0.056544,-0.153634,0.389778,0.034912,-0.192411,-0.5101,0.881528,-0.167799,-0.504155,0.836484,0.219282,-0.46741,0.854632,0.181087,-0.552626,0.892943,0.180008,-0.251763,-0.569229,1.654753,-3.931105,3.274893,-0.495092,-3.338463,0.09498,0.191493,-1.188081,0.97197
-0.009428,-0.006668,-0.015092,0.074005,-0.030677,-0.039191,-0.194159,-0.50318,0.880575,-0.14862,-0.5608,0.902079,0.212157,-0.50446,0.883702,0.175862,-0.529902,0.849768,-0.157857,0.709296,-0.362358,-0.227206,0.186208,-0.118381,-0.166659,0.255705,0.223975,-0.274539,1.802935,-2.54639
0.016713,0.003512,-0.026626,0.066882,-0.107519,0.010534,-0.200561,-0.481624,0.860335,-0.149821,-0.554497,0.898911,0.211186,-0.503659,0.886733,0.180369,-0.483296,0.791315,-0.600464,1.402466,-1.518138,-0.085033,0.267256,-0.284691,-0.06041,0.061995,0.056936,0.388874,2.873555,-3.199344
0.01877,0.008065,-0.040101,-0.026368,-0.097139,0.006449,-0.215092,-0.445636,0.815414,-0.150581,-0.548462,0.892239,0.210559,-0.501986,0.887693,0.19261,-0.425621,0.733654,-0.749568,2.166124,-2.774086,-0.016074,0.342514,-0.377555,0.011694,0.089942,0.022627,0.714996,2.753809,-2.632871
0.023455,0.012564,-0.04975,0.076886,-0.166215,0.025345,-0.231894,-0.398863,0.760427,-0.150964,-0.540872,0.884037,0.210121,-0.499507,0.888275,0.21041,-0.370231,0.677557,-1.014699,2.348637,-2.454286,-0.06699,0.483865,-0.47746,-0.10572,0.175003,0.066952,1.089687,3.133198,-3.225191
0.021066,0.015962,-0.048696,0.011824,-0.11743,0.002934,-0.251384,-0.350916,0.712013,-0.152804,-0.5319,0.874618,0.208794,-0.496684,0.888931,0.232622,-0.315842,0.624116,-0.866791,2.429659,-2.242943,-0.062595,0.412696,-0.435381,-0.066858,0.149153,0.026368,1.077109,2.230184,-2.202444
0.019981,0.019242,-0.039336,0.11203,-0.12231,0.000591,-0.266852,-0.306842,0.680005,-0.154673,-0.524403,0.866849,0.207236,-0.49394,0.889074,0.252222,-0.280067,0.586721,-0.714117,1.84099,-0.912007,-0.159453,0.359393,-0.35435,-0.112916,0.12864,0.005951,0.858179,1.523875,-1.572513
0.012996,0.019775,-0.019262,0.017752,-0.044081,-0.015839,-0.275031,-0.279108,0.672078,-0.157279,-0.519075,0.861481,0.205475,-0.492236,0.889225,0.264483,-0.264171,0.573398,-0.09516,0.941374,0.142387,-0.073413,0.169884,-0.16116,-0.05968,0.059704,0.019962,0.382766,0.017058,0.19156
0.00922,0.021014,-0.002158,0.078148,-0.05221,-0.024605,-0.271835,-0.272253,0.690427,-0.159354,-0.516558,0.859338,0.20397,-0.491716,0.889927,0.26605,-0.272845,0.587952,0.363855,-0.250834,1.507333,-0.135161,0.104913,-0.077295,-0.085577,-0.006474,0.057468,-0.190452,-0.697843,1.199141
-0.00261,0.021033,0.017014,-0.058162,0.04085,-0.039703,-0.258803,-0.288618,0.725801,-0.161496,-0.515917,0.859047,0.202674,-0.49265,0.891441,0.257305,-0.296163,0.625911,0.96503,-1.206428,1.774013,-0.025646,-0.118831,0.099471,0.012767,-0.107018,0.043983,-0.648987,-1.915573,2.694046
-0.013503,0.02306,0.033033,0.017024,0.086165,-0.032494,-0.238414,-0.32282,0.766467,-0.162377,-0.520118,0.863335,0.202095,-0.494675,0.891718,0.240879,-0.339949,0.681978,1.051268,-2.159687,2.124733,-0.057783,-0.292422,0.300445,-0.032717,-0.124324,-0.015039,-0.949194,-2.412272,2.95203
-0.032119,0.024936,0.046443,-0.019359,0.219703,-0.035189,-0.215919,-0.371942,0.802618,-0.162946,-0.530086,0.87243,0.201783,-0.498028,0.889505,0.218998,-0.399556,0.748104,1.131903,-2.697854,1.57045,-0.006472,-0.635366,0.58124,-0.014325,-0.176941,-0.186824,-1.154381,-3.255477,3.268199
-0.048599,0.026363,0.051272,0.049172,0.276803,-0.005029,-0.197333,-0.432541,0.829356,-0.164319,-0.545449,0.88627,0.200185,-0.501709,0.883975,0.196036,-0.462549,0.805548,0.827049,-3.215217,0.980277,-0.046972,-0.826314,0.734924,-0.066035,-0.180034,-0.312741,-1.047399,-2.923164,2.432458
-0.052767,0.031055,0.025056,-0.180295,0.078999,0.023852,-0.187634,-0.510787,0.869477,-0.165475,-0.553957,0.878378,0.197392,-0.503236,0.877243,0.17019,-0.54219,0.876469,0.84996,-5.372176,7.700021,0.308166,1.534169,-3.413003,0.079531,0.078167,0.286309,-1.037676,-4.442248,5.771389
-0.005326,0.015778,-0.000135,0.062369,0.063861,-0.005881,-0.186849,-0.519268,0.877769,-0.167363,-0.526262,0.82948,0.199443,-0.497338,0.869001,0.166367,-0.563165,0.902919,-0.04654,-0.042168,0.07557,-0.54878,1.748195,-2.651294,0.223594,0.695896,-1.008128,-0.15722,-0.086096,0.266886
0.004747,0.009507,-0.016358,0.048848,-0.043865,-0.034952,-0.188282,-0.52009,0.878395,-0.183621,-0.479495,0.767998,0.210212,-0.474566,0.837368,0.164396,-0.564031,0.903762,-0.072038,0.021546,0.034124,-1.001072,2.596974,-3.105217,0.743718,1.559971,-2.183438,-0.093438,0.082518,-0.12526
0.016216,0.001686,-0.035112,0.007002,-0.1267,-0.022335,-0.188767,-0.518693,0.880011,-0.204809,-0.422528,0.704171,0.227972,-0.435312,0.788722,0.163482,-0.558435,0.897926,-0.004892,0.091665,0.090779,-1.118019,2.86272,-3.064862,0.996066,2.260891,-2.520968,-0.018604,0.361439,-0.382943
0.020125,-0.002354,-0.045661,-0.070159,-0.185964,-0.017207,-0.187432,-0.515951,0.882407,-0.227676,-0.359444,0.64241,0.251054,-0.388869,0.741936,0.164908,-0.548492,0.888156,0.067787,0.145706,0.113763,-1.139749,2.988198,-2.648146,1.167607,2.34133,-2.320652,0.08999,0.520344,-0.514792
0.018916,-0.005996,-0.042546,-0.034975,-0.148474,0.002832,-0.186567,-0.513202,0.884273,-0.248787,-0.311124,0.600974,0.271211,-0.343042,0.700737,0.166102,-0.538869,0.878592,0.035205,0.129397,0.076545,-0.966651,1.980379,-1.708629,0.88557,2.132968,-1.601174,0.060657,0.446059,-0.444716
0.016089,-0.008311,-0.031027,-0.079462,-0.144769,0.009484,-0.184972,-0.510801,0.886182,-0.264863,-0.276956,0.575617,0.286623,-0.309039,0.683208,0.16849,-0.529921,0.870097,0.083079,0.095608,0.100441,-0.586831,1.204885,-0.562952,0.563465,1.286326,-0.324642,0.126308,0.393212,-0.371231
0.010742,-0.010329,-0.013471,-0.037014,-0.080997,0.027227,-0.183902,-0.509574,0.887991,-0.270198,-0.268795,0.581771,0.290479,-0.293014,0.688903,0.170276,-0.52405,0.864667,0.041051,0.038516,0.085085,0.014955,-0.19843,0.914158,-0.109648,0.321597,0.919515,0.080698,0.217515,-0.190658
0.004082,-0.012089,0.003338,-0.046789,-0.053304,0.031815,-0.182819,-0.509455,0.889753,-0.26416,-0.282232,0.610867,0.283167,-0.298289,0.718827,0.172216,-0.52094,0.862233,0.060228,-0.026527,0.098675,0.533625,-1.073439,1.945533,-0.593669,-0.775884,1.897502,0.098563,0.09943,-0.067569
-0.006385,-0.014487,0.019428,0.010045,0.037138,0.043606,-0.182855,-0.510778,0.89076,-0.248295,-0.320076,0.662414,0.26523,-0.321135,0.759118,0.172895,-0.522014,0.86348,-0.000201,-0.087188,0.025608,0.961613,-2.270249,2.734701,-1.049638,-1.508056,2.256718,0.0333,-0.135317,0.140701
-0.020062,-0.016974,0.031688,-0.04744,0.069718,0.03389,-0.181788,-0.512829,0.89086,-0.226425,-0.366347,0.716304,0.244582,-0.360699,0.806426,0.174755,-0.525965,0.867528,0.063646,-0.125322,-0.013586,1.160094,-2.44135,2.78238,-1.063066,-2.329265,2.243005,0.08847,-0.280741,0.26689
-0.041948,-0.020295,0.046226,-0.034848,0.222858,0.023805,-0.180658,-0.516015,0.88783,-0.201183,-0.428208,0.778982,0.224242,-0.41328,0.84164,0.175878,-0.536891,0.877481,0.058825,-0.177307,-0.227734,1.231662,-3.218616,2.930148,-0.951417,-2.846218,1.41453,0.041721,-0.679849,0.609226
-0.064611,-0.026728,0.052137,-0.171525,0.307612,0.006568,-0.176716,-0.519392,0.880455,-0.173808,-0.493405,0.831706,0.211923,-0.478438,0.861655,0.179417,-0.554325,0.893319,0.203706,-0.182019,-0.426602,1.361804,-3.186368,2.34552,-0.536051,-3.474721,0.497575,0.167793,-0.948883,0.844669
-0.006869,-0.015278,-0.017779,0.030076,-0.084098,-0.005635,-0.178415,-0.513155,0.880506,-0.155204,-0.546511,0.898626,0.205118,-0.510577,0.884337,0.176397,-0.52905,0.850944,-0.251901,0.593345,-0.421363,-0.01319,0.037125,-0.157666,-0.062124,0.348644,0.237852,0.102429,2.061627,-2.691234
0.01883,-0.005508,-0.0342,0.124075,-0.11001,0.022724,-0.186131,-0.490165,0.856773,-0.156343,-0.539981,0.895508,0.204473,-0.50831,0.885741,0.183212,-0.478697,0.790325,-0.736015,1.511815,-1.673163,-0.122853,0.261948,-0.215775,-0.090792,0.124861,0.006675,0.572725,3.068027,-3.586958
0.02158,-0.000733,-0.044651,0.002488,-0.080596,0.007598,-0.20256,-0.451813,0.80917,-0.157414,-0.534332,0.88975,0.203673,-0.505716,0.885362,0.198153,-0.419118,0.727745,-0.827522,2.2917,-2.885285,-0.018198,0.319721,-0.343342,-0.00198,0.133337,-0.041599,0.818836,2.774682,-2.791171
0.027033,0.00379,-0.051715,0.082621,-0.139569,0.022176,-0.220923,-0.402684,0.752593,-0.157806,-0.527307,0.882305,0.203191,-0.502538,0.884638,0.217588,-0.363703,0.669644,-1.075942,2.476687,-2.566075,-0.067194,0.4361,-0.432843,-0.07332,0.187984,-0.004118,1.156987,3.032757,-3.182951
0.025053,0.006681,-0.049285,-0.011252,-0.097399,-0.000722,-0.242006,-0.352954,0.703421,-0.159407,-0.519024,0.873742,0.202244,-0.499328,0.884264,0.241012,-0.310252,0.61609,-0.909745,2.514223,-2.318347,-0.033958,0.387044,-0.403446,-0.005274,0.148607,-0.016675,1.13096,2.160433,-2.130691
0.024816,0.010991,-0.039049,0.08394,-0.108174,-0.002801,-0.258702,-0.307621,0.670737,-0.160597,-0.511894,0.866524,0.201394,-0.496384,0.883983,0.261308,-0.2752,0.579505,-0.77101,1.901736,-0.951016,-0.121713,0.342592,-0.330839,-0.067614,0.125766,-0.014296,0.878562,1.467803,-1.49972
0.018187,0.012226,-0.018573,-0.004684,-0.034879,-0.019449,-0.268379,-0.278938,0.66288,-0.16261,-0.506674,0.861505,0.200317,-0.494553,0.883997,0.273492,-0.259511,0.566617,-0.161652,0.989028,0.117258,-0.038855,0.156252,-0.141834,-0.017996,0.058396,0.012851,0.36075,-0.024746,0.252743
0.015357,0.014432,-0.000753,0.062782,-0.048685,-0.026708,-0.266667,-0.271329,0.681165,-0.164044,-0.504227,0.859748,0.199473,-0.493915,0.884755,0.274358,-0.268902,0.582076,0.284322,-0.219717,1.522117,-0.10497,0.102924,-0.059732,-0.051602,-0.000894,0.065856,-0.232045,-0.737481,1.233979
0.004414,0.015567,0.018432,-0.057897,0.036355,-0.040204,-0.255298,-0.286993,0.716912,-0.16566,-0.503613,0.859823,0.198743,-0.494794,0.886473,0.264637,-0.293332,0.6206,0.86438,-1.176073,1.834969,-0.006152,-0.103159,0.114001,0.025853,-0.087332,0.065403,-0.70324,-1.922359,2.642946
-0.006776,0.018885,0.035017,0.03038,0.086275,-0.033585,-0.236662,-0.320218,0.758716,-0.166336,-0.507514,0.864181,0.19841,-0.496715,0.887122,0.247003,-0.337159,0.675624,0.942116,-2.125234,2.189749,-0.054902,-0.295785,0.327223,-0.02955,-0.110258,-0.006999,-1.033776,-2.461346,2.931833
-0.026169,0.02144,0.049373,-0.024578,0.225537,-0.037564,-0.216521,-0.369492,0.797334,-0.16715,-0.516779,0.8731,0.197966,-0.499901,0.885561,0.22393,-0.394666,0.739989,1.041308,-2.68904,1.565495,0.012539,-0.646761,0.613181,0.002735,-0.164577,-0.171646,-1.257481,-3.358482,3.412992
-0.042074,0.024793,0.053753,0.090188,0.291607,-0.009457,-0.198748,-0.42854,0.823813,-0.167895,-0.532362,0.887431,0.19687,-0.503483,0.880176,0.199147,-0.4602,0.799348,0.680175,-3.185918,1.029432,-0.08567,-0.859748,0.799454,-0.093668,-0.164618,-0.343149,-1.199989,-3.079089,2.493562
-0.056264,0.032082,0.036421,-0.176226,0.113448,0.014097,-0.188962,-0.50481,0.86795,-0.169785,-0.538717,0.87412,0.195286,-0.505443,0.874909,0.173426,-0.534328,0.868965,0.72895,-5.519754,7.784958,0.127498,1.385794,-3.754931,0.165938,-0.001435,0.213365,-1.185105,-4.832299,6.519414
-0.018188,0.01235,0.010505,0.130122,0.089358,-0.017248,-0.188486,-0.514123,0.876805,-0.176364,-0.509867,0.818294,0.198648,-0.503323,0.86471,0.168699,-0.557814,0.899,-0.074438,-0.08625,0.148313,-0.794657,1.87043,-2.987238,0.222623,0.600382,-1.29064,-0.242623,-0.160437,0.35789
-0.006335,0.004071,0.004239,0.078018,-0.010286,-0.028904,-0.191074,-0.516722,0.87922,-0.196635,-0.46341,0.750184,0.20933,-0.481291,0.828076,0.165081,-0.561092,0.902614,-0.088652,-0.045831,0.095927,-1.065995,2.595853,-3.440308,0.786439,1.496745,-2.25343,-0.134581,-0.049984,0.081322
0.008341,-0.003972,-0.010757,0.0157,-0.098316,-0.010693,-0.19238,-0.516979,0.882006,-0.218673,-0.409236,0.683611,0.227915,-0.44432,0.777627,0.163051,-0.559653,0.902155,0.012657,0.041301,0.182045,-1.038781,2.84439,-3.218379,1.063479,2.135183,-2.528821,-0.026122,0.22077,-0.142469
0.019802,-0.009314,-0.027346,-0.095099,-0.183952,-0.004318,-0.19102,-0.515505,0.885743,-0.23911,-0.350284,0.623037,0.251818,-0.399112,0.731867,0.164337,-0.552388,0.89619,0.092676,0.095141,0.182907,-0.988654,2.926645,-2.655247,1.252548,2.309173,-2.154022,0.119691,0.465077,-0.416166
0.022996,-0.012438,-0.031199,-0.052743,-0.156265,0.012386,-0.189438,-0.513359,0.889051,-0.257159,-0.302319,0.58293,0.27375,-0.353626,0.693353,0.166449,-0.543084,0.887931,0.071705,0.112772,0.150981,-0.825065,1.934397,-1.566908,0.945164,2.156862,-1.511037,0.096347,0.45208,-0.39839
0.023596,-0.014381,-0.025052,-0.10557,-0.160795,0.017608,-0.187408,-0.511127,0.892038,-0.27028,-0.270418,0.56006,0.289436,-0.318293,0.67772,0.169397,-0.533967,0.880132,0.108671,0.095755,0.151738,-0.457969,1.161004,-0.521933,0.575282,1.350135,-0.170379,0.170835,0.429038,-0.363274
0.02002,-0.015769,-0.011667,-0.048259,-0.09893,0.031655,-0.185697,-0.509735,0.894919,-0.273689,-0.261947,0.566429,0.293436,-0.301127,0.686233,0.172034,-0.527016,0.87447,0.072343,0.049275,0.137163,0.093026,-0.208937,0.955955,-0.133446,0.39395,1.020011,0.104207,0.273467,-0.208172
0.014831,-0.01734,0.002436,-0.057366,-0.068323,0.035232,-0.184234,-0.509234,0.897435,-0.266392,-0.275788,0.595617,0.285253,-0.304703,0.718196,0.174461,-0.522764,0.871613,0.072892,-0.000899,0.1291,0.589557,-1.09455,1.926037,-0.649482,-0.697129,2.009471,0.119706,0.15813,-0.09044
0.005308,-0.019908,0.016983,0.001247,0.021488,0.042526,-0.183946,-0.510078,0.89896,-0.249955,-0.314069,0.64654,0.266204,-0.326097,0.760431,0.175543,-0.522681,0.872337,0.018737,-0.063107,0.049929,0.968641,-2.258259,2.690208,-1.097446,-1.450583,2.34296,0.05454,-0.074527,0.107261
-0.008135,-0.02234,0.028136,-0.043436,0.060998,0.032931,-0.182643,-0.511571,0.899469,-0.227991,-0.360218,0.699999,0.244294,-0.364782,0.808988,0.177678,-0.525424,0.875716,0.072467,-0.097263,0.0004,1.158148,-2.449136,2.769562,-1.140671,-2.297478,2.302818,0.095092,-0.226871,0.237188
-0.03008,-0.025592,0.0417,-0.029596,0.220495,0.022034,-0.18135,-0.514128,0.896536,-0.202834,-0.42158,0.761806,0.22234,-0.41721,0.845418,0.179002,-0.535323,0.885079,0.064101,-0.146583,-0.234447,1.224859,-3.194884,2.896953,-1.042387,-2.85906,1.45938,0.046275,-0.638636,0.585945
-0.053932,-0.031796,0.046667,-0.127935,0.310968,0.003776,-0.177349,-0.516919,0.888738,-0.175059,-0.487761,0.814963,0.208834,-0.484151,0.865091,0.182519,-0.552488,0.900916,0.171203,-0.157238,-0.42963,1.324319,-3.162591,2.288079,-0.63242,-3.546112,0.476685,0.138122,-0.915303,0.805472
-0.020151,-0.014307,-0.017833,-0.015383,-0.13313,0.041114,-0.181218,-0.515831,0.887005,-0.152755,-0.554702,0.910245,0.201404,-0.516765,0.888168,0.187169,-0.526017,0.858753,-0.377064,0.275593,-0.515729,0.176543,-0.354095,-1.008995,-0.022919,0.351441,0.359166,0.654926,2.229232,-2.757577
