vel_x, vel_y, vel_z, omega_x, omega_y, omega_z, RF_HAA_pos, RF_HFE_pos, RF_KFE_pos, LF_HAA_pos, LF_HFE_pos, LF_KFE_pos, RH_HAA_pos, RH_HFE_pos, RH_KFE_pos, LH_HAA_pos, LH_HFE_pos, LH_KFE_pos, RF_HAA_vel, RF_HFE_vel, RF_KFE_vel, LF_HAA_vel, LF_HFE_vel, LF_KFE_vel, RH_HAA_vel, RH_HFE_vel, RH_KFE_vel, LH_HAA_vel, LH_HFE_vel, LH_KFE_vel, RF_HAA_pos, RF_HFE_pos, RF_KFE_pos, LF_HAA_pos, LF_HFE_pos, LF_KFE_pos, RH_HAA_pos, RH_HFE_pos, RH_KFE_pos, LH_HAA_pos, LH_HFE_pos, LH_KFE_pos
-0.000051, -0.000035, 0.000001, -0.000062, -0.000001, -0.000111, -0.418065, -0.058211, -0.438894, 0.425193, -0.056635, -0.433728, -0.419235, -0.061157, -0.431775, 0.41451, -0.061825, -0.435214, 0.000656, -0.000288, -0.000365, -0.000052, -0.000154, -0.000086, 0.000974, -0.000338, -0.000637, -0.000592, -0.000279, -0.000522, -0.418087, -0.058204, -0.43888, 0.425203, -0.056633, -0.43372, -0.419266, -0.061145, -0.43176, 0.414537, -0.061813, -0.435198
-0.000041, -0.000044, -0.000028, -0.000231, -0.000142, -0.000119, -0.418049, -0.058214, -0.438904, 0.42519, -0.056637, -0.433731, -0.419217, -0.061165, -0.431788, 0.414498, -0.061833, -0.435224, 0.001094, -0.000096, -0.000472, 0.000309, -0.00003, 0.000056, 0.001056, -0.000288, -0.000764, -0.00018, -0.000167, -0.000623, -0.418071, -0.05821, -0.438893, 0.4252, -0.056639, -0.433719, -0.419252, -0.061155, -0.431773, 0.414523, -0.061822, -0.435207
-0.00004, -0.000047, -0.00005, -0.000198, -0.000066, -0.000088, -0.418033, -0.058218, -0.438917, 0.425186, -0.056638, -0.433733, -0.419202, -0.061171, -0.431803, 0.414487, -0.06184, -0.435234, 0.00073, -0.000191, -0.00041, 0.000281, -0.000071, -0.000099, 0.000968, -0.000264, -0.000724, -0.000278, -0.000144, -0.000643, -0.418059, -0.058214, -0.438899, 0.425197, -0.056639, -0.433726, -0.419233, -0.06116, -0.431784, 0.414514, -0.061829, -0.435218
-0.00006, -0.000042, -0.000022, 0.000085, -0.000057, 0.000005, -0.418018, -0.058222, -0.438927, 0.425183, -0.056643, -0.433735, -0.419183, -0.061179, -0.431817, 0.414474, -0.061849, -0.435243, 0.00051, -0.000113, -0.000467, 0.000063, -0.000164, 0.000106, 0.000786, -0.000257, -0.000769, -0.000594, -0.000425, -0.00047, -0.418033, -0.058212, -0.438911, 0.425189, -0.056639, -0.433718, -0.419225, -0.06116, -0.431805, 0.41451, -0.061829, -0.435231
-0.000057, -0.000067, -0.000008, 0.000353, -0.000066, -0.000034, -0.418005, -0.058227, -0.438937, 0.425179, -0.056646, -0.433738, -0.419164, -0.061187, -0.431829, 0.414461, -0.06186, -0.435251, 0.000372, 0.000152, -0.000588, -0.000318, -0.000366, 0.000224, 0.000423, -0.000165, -0.000784, -0.000851, -0.000603, -0.000283, -0.418011, -0.058222, -0.438914, 0.425173, -0.056647, -0.433716, -0.419215, -0.061165, -0.431822, 0.414505, -0.061837, -0.435243
-0.00001, -0.000074, -0.000067, -0.000293, 0.000029, -0.000138, -0.417988, -0.05823, -0.438949, 0.425176, -0.056649, -0.43374, -0.419144, -0.061194, -0.431842, 0.414449, -0.06187, -0.435257, 0.000982, 0.000158, -0.000715, 0.000833, 0.000129, 0.000018, 0.001219, -0.00032, -0.00075, -0.000135, -0.000109, -0.000571, -0.417991, -0.058225, -0.43892, 0.425165, -0.056648, -0.433717, -0.419203, -0.061168, -0.431837, 0.414498, -0.061839, -0.435257
-0.000063, -0.00006, -0.000006, 0.00031, -0.000001, -0.000035, -0.417973, -0.058236, -0.438959, 0.425173, -0.056651, -0.433743, -0.419123, -0.061205, -0.431852, 0.414434, -0.061879, -0.435266, 0.000191, -0.000091, -0.000495, -0.000293, -0.000313, 0.000073, 0.000453, -0.000513, -0.000617, -0.001025, -0.000736, -0.000404, -0.41797, -0.058228, -0.438925, 0.425152, -0.056651, -0.433714, -0.41919, -0.061169, -0.431854, 0.414492, -0.061847, -0.435267
-0.000083, -0.000033, -0.000056, -0.000541, 0.000003, -0.000171, -0.417958, -0.058241, -0.438972, 0.425175, -0.056658, -0.433742, -0.419106, -0.06122, -0.431863, 0.414422, -0.061894, -0.43527, 0.00133, -0.00023, -0.00065, 0.001015, 0.000339, -0.000002, 0.001257, -0.000747, -0.000501, 0.00017, -0.000037, -0.000593, -0.417938, -0.058219, -0.438946, 0.425164, -0.056642, -0.433708, -0.419174, -0.061167, -0.431873, 0.414493, -0.061836, -0.435278
-0.000089, -0.000065, -0.000046, 0.000473, 0.000002, -0.00002, -0.417941, -0.058247, -0.438983, 0.42517, -0.056658, -0.433745, -0.419089, -0.061227, -0.431875, 0.414408, -0.061898, -0.435282, 0.000104, 0.000266, -0.000752, -0.000497, -0.00028, -0.000007, 0.000347, -0.000101, -0.000902, -0.001242, -0.000485, -0.000507, -0.417918, -0.058232, -0.438947, 0.425144, -0.056651, -0.433705, -0.419164, -0.061177, -0.431885, 0.41448, -0.061848, -0.435289
-0.000117, 0, 0.000023, -0.000264, 0.000029, 0.00003, -0.417924, -0.058256, -0.438995, 0.425168, -0.056668, -0.433746, -0.419068, -0.061242, -0.431887, 0.414393, -0.061914, -0.435289, 0.000974, -0.000957, -0.000337, 0.000208, -0.000418, -0.000093, 0.000993, -0.001275, -0.000241, -0.000266, -0.000931, -0.000307, -0.417883, -0.058238, -0.438957, 0.42514, -0.056654, -0.433691, -0.419167, -0.061188, -0.4319, 0.414479, -0.061843, -0.435306
-0.000104, -0.000013, 0.000006, -0.000043, 0.000145, -0.000072, -0.417916, -0.058272, -0.439002, 0.425168, -0.056677, -0.433746, -0.419055, -0.061264, -0.43189, 0.414379, -0.061932, -0.435292, 0.000308, -0.00038, -0.000351, -0.000062, 0.000092, -0.000309, 0.000769, -0.000623, -0.000272, -0.000637, -0.000609, -0.000295, -0.417861, -0.058245, -0.438961, 0.42513, -0.056654, -0.433693, -0.419155, -0.061192, -0.431916, 0.414476, -0.061846, -0.435321
-0.000073, -0.000033, -0.000022, 0.000053, -0.000011, 0.000001, -0.417902, -0.058265, -0.439013, 0.425162, -0.056669, -0.433752, -0.419035, -0.061262, -0.431903, 0.414362, -0.061932, -0.435302, 0.001032, 0.000879, -0.00094, -0.000435, 0.0007, -0.000411, 0.00115, 0.000402, -0.001011, -0.000968, 0.000359, -0.000788, -0.417917, -0.058273, -0.439003, 0.425169, -0.056681, -0.433744, -0.41906, -0.061263, -0.43189, 0.414383, -0.061932, -0.43529
0.000464, -0.000115, -0.000411, -0.001039, -0.000827, -0.000247, -0.417836, -0.058202, -0.439035, 0.425155, -0.056607, -0.433753, -0.419015, -0.061193, -0.431958, 0.414373, -0.061851, -0.435358, 0.003109, 0.000853, -0.00157, 0.001145, 0.001016, -0.000593, 0.001171, 0.000683, -0.002138, 0.000986, 0.001756, -0.002739, -0.417907, -0.058274, -0.439009, 0.425165, -0.056677, -0.433748, -0.419043, -0.061268, -0.431898, 0.41437, -0.061938, -0.435297
-0.000202, 0.000085, -0.000032, -0.001067, -0.000838, 0.000134, -0.417823, -0.058196, -0.439061, 0.425167, -0.05661, -0.433727, -0.419045, -0.061174, -0.431997, 0.414396, -0.061839, -0.435369, 0.002547, -0.001352, 0.000288, 0.001267, 0.001406, 0.000686, 0.000737, 0.000353, -0.000563, 0.003363, 0.001654, 0.000132, -0.417849, -0.0582, -0.439028, 0.425153, -0.056607, -0.433743, -0.419032, -0.061189, -0.431947, 0.41438, -0.061853, -0.43534
-0.000157, -0.000166, 0.000075, 0.001816, -0.000031, -0.000284, -0.41781, -0.05819, -0.439064, 0.425169, -0.056597, -0.433734, -0.419034, -0.061166, -0.432013, 0.414391, -0.061817, -0.435395, 0.000151, 0.00122, -0.001844, -0.002924, -0.001748, 0.000274, -0.000715, 0.000393, -0.001165, -0.003658, -0.001138, -0.00039, -0.417817, -0.058185, -0.439066, 0.425162, -0.056606, -0.433726, -0.419047, -0.061169, -0.431997, 0.414388, -0.061832, -0.435371
-0.000081, 0.000027, -0.000058, -0.000524, 0.000315, 0.000036, -0.417784, -0.058193, -0.43909, 0.425162, -0.056604, -0.433727, -0.419014, -0.061174, -0.43204, 0.414374, -0.061832, -0.435402, 0.00036, -0.001433, -0.000186, -0.000031, 0.000519, -0.001105, 0.001306, -0.001425, -0.000281, -0.00024, -0.000508, -0.000602, -0.417804, -0.058216, -0.439056, 0.425178, -0.056609, -0.433722, -0.419043, -0.061185, -0.432004, 0.414413, -0.061828, -0.435384
-0.000112, 0.000045, 0.000029, -0.000841, 0.000058, 0.000191, -0.417767, -0.058202, -0.439096, 0.425165, -0.056612, -0.433736, -0.418993, -0.061185, -0.432048, 0.414369, -0.061844, -0.435414, 0.001824, -0.000632, -0.00034, 0.000782, -0.000424, -0.000183, 0.002154, -0.000255, -0.00061, 0.000613, -0.000822, -0.000283, -0.417796, -0.058189, -0.439083, 0.425156, -0.056616, -0.433717, -0.419038, -0.061168, -0.432037, 0.414377, -0.061832, -0.435397
-0.000092, -0.000024, 0.000058, -0.000265, -0.000099, 0.000125, -0.41775, -0.058204, -0.439108, 0.425162, -0.056617, -0.433735, -0.418969, -0.061187, -0.432068, 0.414362, -0.061858, -0.435419, 0.00133, -0.000605, -0.000312, -0.000117, -0.00006, -0.000008, 0.001632, -0.000387, -0.000834, 0.000038, -0.000473, -0.000179, -0.417762, -0.058216, -0.43909, 0.425167, -0.056617, -0.433724, -0.419002, -0.061196, -0.432046, 0.414382, -0.061845, -0.435409
-0.000066, -0.000036, 0.00003, -0.000248, -0.000091, 0.000003, -0.417735, -0.05821, -0.439119, 0.425158, -0.05662, -0.433739, -0.418947, -0.061196, -0.432082, 0.414353, -0.061871, -0.435424, 0.000845, -0.000486, -0.000114, -0.000128, -0.000264, -0.000117, 0.001204, -0.000231, -0.000616, -0.000183, -0.000448, -0.000376, -0.417756, -0.058208, -0.439097, 0.425166, -0.056623, -0.433732, -0.418981, -0.061185, -0.432061, 0.414379, -0.061856, -0.435416
-0.00005, -0.000018, -0.000003, -0.000231, 0.000025, 0.000037, -0.417724, -0.058211, -0.439128, 0.425155, -0.056626, -0.433742, -0.418926, -0.0612, -0.432097, 0.414342, -0.061884, -0.43543, 0.00075, -0.000134, -0.000355, 0.000243, -0.000091, -0.000115, 0.001295, -0.000268, -0.000661, -0.000372, -0.000349, -0.000465, -0.417737, -0.05821, -0.439114, 0.425165, -0.056627, -0.433728, -0.418959, -0.061193, -0.432081, 0.414369, -0.061868, -0.435418
-0.000035, -0.000049, 0.000023, 0.000198, 0.000055, -0.00002, -0.417711, -0.058215, -0.439139, 0.425149, -0.05663, -0.433746, -0.418903, -0.061208, -0.432108, 0.414325, -0.061898, -0.435435, 0.000365, 0.00003, -0.00046, -0.00012, -0.000313, 0.000161, 0.000771, -0.000241, -0.000628, -0.000844, -0.000638, -0.000192, -0.417721, -0.058211, -0.439119, 0.425154, -0.056628, -0.43373, -0.418947, -0.06119, -0.432098, 0.414368, -0.061874, -0.435427
-0.000005, -0.000044, -0.000033, -0.000315, 0.000169, -0.000076, -0.417698, -0.058217, -0.439149, 0.425146, -0.05663, -0.433751, -0.41888, -0.061216, -0.432118, 0.414311, -0.061909, -0.43544, 0.000846, 0.000169, -0.000661, 0.00052, 0.000141, -0.000301, 0.001387, -0.000379, -0.000572, -0.000288, -0.00034, -0.000415, -0.417714, -0.058217, -0.439127, 0.425144, -0.056637, -0.433735, -0.418929, -0.0612, -0.432109, 0.414347, -0.061892, -0.435433
-0.000015, -0.000047, -0.000005, -0.000008, 0.000091, 0.000006, -0.417684, -0.058222, -0.43916, 0.425141, -0.056635, -0.433755, -0.418855, -0.061226, -0.432127, 0.414294, -0.061922, -0.435443, 0.000405, 0.0001, -0.000451, 0.000258, 0.000082, 0.000012, 0.001022, -0.000193, -0.000615, -0.000659, -0.000364, -0.000369, -0.417683, -0.058212, -0.439134, 0.425135, -0.056629, -0.433728, -0.418921, -0.061194, -0.432126, 0.414347, -0.061882, -0.435448
-0.000041, -0.000011, 0.000023, -0.000163, -0.000033, 0.000053, -0.417673, -0.058221, -0.43917, 0.425137, -0.056634, -0.433759, -0.418833, -0.061232, -0.432137, 0.414277, -0.061934, -0.435447, 0.000928, 0.000047, -0.000421, 0.000036, 0.000087, 0.000008, 0.001149, -0.00026, -0.000631, -0.000381, -0.000404, -0.000333, -0.41767, -0.05822, -0.439141, 0.425122, -0.05664, -0.433731, -0.418896, -0.061206, -0.432137, 0.414329, -0.061905, -0.435448
-0.000046, -0.000063, -0.000012, 0.000428, -0.000034, -0.000081, -0.417658, -0.058223, -0.439181, 0.425132, -0.056635, -0.433763, -0.418813, -0.06124, -0.432147, 0.414262, -0.061943, -0.435454, 0.000353, 0.000292, -0.000721, -0.000474, -0.000136, 0.000119, 0.000215, -0.000136, -0.000682, -0.001045, -0.00039, -0.000335, -0.41765, -0.058213, -0.439154, 0.425121, -0.056633, -0.433731, -0.418878, -0.061202, -0.432152, 0.414323, -0.061902, -0.435456
-0.000062, -0.000007, -0.000013, -0.000109, 0.000046, -0.00007, -0.417644, -0.058228, -0.439192, 0.425127, -0.056635, -0.433767, -0.418795, -0.061248, -0.432157, 0.414245, -0.061949, -0.435462, 0.000618, -0.000158, -0.000458, 0.000041, 0.000198, -0.000223, 0.00097, -0.00038, -0.000547, -0.000675, -0.000213, -0.000571, -0.417631, -0.058214, -0.439156, 0.425107, -0.05663, -0.433733, -0.418864, -0.061204, -0.432164, 0.414314, -0.061906, -0.435468
-0.000094, -0.000026, 0.000051, 0.000091, 0.000076, 0.000053, -0.417632, -0.058231, -0.439202, 0.425123, -0.056638, -0.433771, -0.418773, -0.061257, -0.432167, 0.414228, -0.061961, -0.435468, 0.000607, -0.000027, -0.000451, -0.000268, -0.00008, -0.000033, 0.000921, -0.00042, -0.000479, -0.000852, -0.000581, -0.000207, -0.4176, -0.05821, -0.439165, 0.425099, -0.056625, -0.433725, -0.41886, -0.061201, -0.432183, 0.414315, -0.061898, -0.435483
-0.000054, 0.000007, 0.00001, -0.00019, 0.000219, -0.000029, -0.417619, -0.058234, -0.439213, 0.425119, -0.056638, -0.433776, -0.41875, -0.061268, -0.432175, 0.414209, -0.061971, -0.435473, 0.000594, -0.000084, -0.000511, -0.000007, 0.000333, -0.000498, 0.001176, -0.000577, -0.000325, -0.000679, -0.00043, -0.00037, -0.417582, -0.058223, -0.439163, 0.425073, -0.056634, -0.433726, -0.418852, -0.06121, -0.432194, 0.4143, -0.061909, -0.435495
-0.000095, -0.000001, 0.000071, -0.000241, 0.000188, 0.000079, -0.417606, -0.058237, -0.439224, 0.425113, -0.056641, -0.433781, -0.418726, -0.061277, -0.432181, 0.41419, -0.061985, -0.435476, 0.001077, -0.000266, -0.00055, -0.000026, 0.000042, -0.000286, 0.001539, -0.000513, -0.000385, -0.000431, -0.000704, -0.000055, -0.417556, -0.058221, -0.439178, 0.425075, -0.056629, -0.433721, -0.418835, -0.061212, -0.432208, 0.414291, -0.061906, -0.435504
-0.000064, 0.00001, 0.000057, -0.000372, 0.00044, 0.000058, -0.417592, -0.058243, -0.439236, 0.425111, -0.056644, -0.433785, -0.418699, -0.061291, -0.432187, 0.41417, -0.062, -0.435477, 0.00064, -0.000306, -0.000459, 0.000353, 0.00029, -0.000549, 0.001695, -0.000875, -0.000092, -0.000711, -0.000634, -0.000155, -0.417539, -0.058217, -0.439185, 0.425064, -0.056627, -0.433721, -0.418817, -0.06121, -0.432223, 0.414281, -0.06191, -0.43551
-0.000064, -0.000018, 0.000061, -0.000062, 0.000375, 0.000048, -0.417581, -0.058245, -0.439246, 0.425106, -0.056645, -0.433791, -0.418673, -0.061303, -0.432191, 0.414147, -0.062015, -0.435478, 0.000582, -0.000002, -0.000657, -0.000129, 0.000102, -0.000487, 0.001376, -0.000534, -0.000248, -0.000953, -0.000724, -0.000073, -0.417594, -0.058242, -0.439235, 0.425111, -0.056648, -0.433782, -0.418705, -0.061287, -0.432187, 0.414175, -0.061999, -0.435473
-0.000077, -0.000001, 0.000061, -0.00021, 0.000372, -0.00001, -0.417568, -0.058246, -0.439258, 0.425102, -0.056647, -0.433796, -0.418647, -0.061313, -0.432198, 0.414129, -0.062028, -0.43548, 0.000767, -0.000266, -0.00062, -0.0001, 0.000059, -0.000595, 0.001518, -0.000645, -0.000202, -0.000736, -0.000664, -0.000074, -0.417583, -0.058245, -0.439245, 0.425111, -0.056647, -0.433786, -0.418681, -0.061301, -0.43219, 0.414153, -0.06201, -0.435476
-0.000076, -0.000032, 0.000064, 0.000048, 0.000333, 0.00002, -0.417555, -0.058251, -0.439269, 0.425097, -0.056648, -0.433801, -0.418624, -0.061323, -0.432205, 0.414109, -0.06204, -0.435483, 0.000616, -0.000195, -0.000706, -0.000336, -0.000061, -0.000454, 0.001186, -0.000581, -0.000257, -0.00109, -0.00063, -0.000124, -0.417573, -0.058247, -0.439253, 0.425102, -0.05665, -0.433793, -0.418656, -0.06131, -0.432196, 0.414135, -0.062027, -0.435477
-0.000081, -0.000033, 0.000065, 0.00011, 0.000328, 0.000001, -0.417541, -0.058253, -0.43928, 0.425093, -0.056649, -0.433805, -0.418603, -0.061333, -0.432213, 0.414091, -0.06205, -0.435489, 0.000669, -0.000174, -0.000803, -0.000434, -0.000185, -0.000442, 0.001059, -0.000603, -0.00023, -0.001121, -0.000658, -0.000083, -0.417558, -0.058251, -0.439266, 0.425101, -0.056651, -0.433796, -0.418634, -0.061321, -0.432203, 0.414118, -0.062036, -0.43548
-0.000072, -0.000011, 0.000096, -0.000011, 0.000269, 0.000067, -0.417527, -0.058257, -0.439291, 0.425088, -0.05665, -0.43381, -0.418582, -0.061342, -0.432222, 0.414074, -0.062059, -0.435495, 0.000877, -0.000428, -0.0006, -0.000545, -0.000379, -0.00041, 0.001203, -0.000548, -0.000179, -0.001026, -0.000672, -0.000052, -0.417548, -0.058255, -0.439274, 0.425095, -0.056652, -0.433801, -0.418613, -0.06133, -0.432211, 0.4141, -0.062047, -0.435486
-0.000083, -0.000038, 0.000061, 0.000241, 0.000242, -0.000005, -0.417515, -0.05826, -0.4393, 0.425083, -0.05665, -0.433814, -0.418563, -0.06135, -0.432233, 0.414057, -0.062067, -0.435504, 0.000448, -0.00026, -0.000615, -0.000616, -0.000488, -0.000152, 0.000747, -0.000586, -0.000418, -0.001257, -0.000722, -0.000189, -0.417534, -0.058259, -0.439285, 0.42509, -0.056655, -0.433804, -0.418594, -0.06134, -0.43222, 0.414084, -0.062059, -0.435491
-0.000068, -0.000025, -0.000039, -0.000231, -0.000351, -0.000038, -0.417499, -0.058263, -0.43931, 0.425079, -0.056649, -0.433817, -0.418547, -0.061358, -0.432245, 0.414044, -0.062072, -0.435515, 0.000907, -0.000093, -0.000114, -0.00006, 0.0002, 0.000011, 0.000641, -0.000191, -0.000747, -0.000174, 0.000082, -0.000905, -0.417521, -0.058262, -0.439295, 0.425086, -0.056655, -0.433808, -0.418575, -0.061347, -0.43223, 0.41407, -0.062066, -0.435499
-0.000059, -0.000037, -0.000172, -0.000006, -0.000519, -0.000095, -0.417482, -0.058258, -0.439321, 0.425074, -0.056644, -0.433818, -0.418542, -0.061353, -0.432268, 0.414042, -0.062068, -0.435535, 0.000759, 0.000093, -0.000488, -0.000101, 0.00029, -0.000039, 0.000157, 0.000349, -0.001297, 0.000101, 0.00051, -0.001145, -0.417502, -0.058265, -0.43931, 0.425085, -0.056657, -0.433806, -0.41856, -0.061358, -0.432241, 0.414054, -0.062071, -0.435507
-0.000053, -0.000057, -0.00017, -0.000178, -0.00052, -0.000104, -0.417466, -0.058263, -0.439329, 0.425065, -0.056645, -0.43382, -0.418537, -0.06135, -0.432292, 0.414038, -0.062063, -0.435558, 0.000923, 0.000041, -0.000426, 0.000312, -0.000027, 0.000123, 0.000461, 0.000235, -0.001336, 0.000228, 0.000252, -0.001197, -0.41748, -0.058262, -0.439311, 0.425076, -0.056647, -0.433807, -0.418561, -0.061351, -0.432261, 0.414061, -0.06206, -0.435531
-0.000064, -0.000037, -0.000153, -0.000093, -0.000492, 0.000005, -0.417449, -0.058266, -0.439336, 0.425061, -0.056645, -0.433821, -0.418528, -0.061348, -0.432316, 0.414037, -0.062063, -0.435578, 0.000594, 0.000064, -0.000256, -0.000046, 0.000189, -0.000056, 0.000366, 0.000203, -0.001252, 0.000029, 0.000166, -0.001163, -0.417462, -0.058259, -0.439316, 0.425059, -0.056645, -0.433806, -0.418568, -0.06134, -0.432291, 0.414069, -0.062055, -0.435555
-0.000077, -0.000045, -0.00009, 0.000085, -0.000349, 0.000026, -0.417436, -0.058269, -0.439345, 0.425052, -0.056649, -0.433825, -0.418519, -0.061348, -0.432338, 0.414031, -0.062068, -0.435595, 0.000571, 0.000046, -0.000384, -0.00018, -0.000176, 0.000062, 0.000445, 0.000135, -0.001113, -0.00025, -0.000157, -0.000798, -0.417435, -0.058259, -0.439327, 0.42505, -0.056648, -0.433798, -0.418567, -0.06133, -0.432324, 0.414075, -0.062047, -0.435577
-0.000043, -0.00003, -0.000113, -0.000076, -0.000273, 0.000033, -0.417422, -0.058272, -0.439354, 0.425046, -0.056651, -0.433827, -0.418505, -0.06135, -0.432357, 0.414025, -0.062074, -0.435609, 0.000604, 0.000122, -0.000427, 0.000001, 0.000327, -0.000164, 0.00064, 0.000054, -0.001069, -0.000085, -0.000044, -0.000824, -0.417414, -0.058261, -0.439328, 0.425039, -0.056645, -0.433798, -0.418565, -0.061323, -0.432349, 0.41408, -0.06204, -0.435602
-0.000042, -0.000031, -0.000097, -0.000014, -0.000284, 0.00002, -0.417408, -0.058273, -0.439363, 0.42504, -0.056652, -0.433831, -0.418492, -0.061352, -0.432375, 0.414017, -0.062079, -0.435622, 0.000641, 0.000147, -0.000454, -0.000042, 0.000216, -0.000063, 0.000527, 0.000145, -0.001023, -0.000201, 0.000039, -0.000808, -0.417393, -0.058262, -0.439333, 0.425026, -0.056647, -0.433797, -0.418558, -0.061319, -0.432371, 0.414078, -0.06204, -0.435619
-0.000056, -0.000014, -0.000088, -0.000088, -0.000195, -0.000014, -0.417392, -0.058276, -0.439373, 0.425035, -0.056651, -0.433833, -0.418479, -0.061355, -0.432392, 0.414008, -0.062082, -0.435636, 0.000778, 0.000021, -0.000547, -0.000048, 0.000336, -0.000225, 0.000645, -0.000114, -0.000879, -0.000323, 0.000065, -0.000845, -0.417375, -0.058261, -0.439337, 0.425012, -0.056645, -0.433797, -0.418551, -0.061312, -0.432394, 0.414077, -0.062038, -0.435637
-0.00006, -0.000014, -0.000051, -0.000083, -0.000026, -0.000008, -0.417378, -0.058281, -0.439382, 0.425029, -0.056653, -0.433837, -0.418463, -0.061361, -0.432406, 0.413994, -0.062087, -0.435649, 0.000492, -0.00007, -0.000436, 0.000089, 0.000189, -0.000219, 0.000852, -0.000287, -0.000702, -0.000556, -0.000174, -0.00068, -0.417351, -0.058263, -0.439341, 0.424997, -0.056645, -0.433794, -0.418545, -0.06131, -0.432414, 0.414075, -0.062037, -0.435653
-0.00009, -0.000022, 0.000039, 0.000133, 0.000003, 0.000021, -0.417366, -0.058285, -0.439391, 0.425024, -0.056654, -0.433841, -0.418445, -0.061369, -0.432416, 0.413978, -0.062095, -0.435658, 0.000604, -0.000058, -0.000422, -0.000431, -0.0001, -0.000074, 0.000678, -0.00042, -0.00045, -0.000913, -0.000479, -0.000353, -0.41733, -0.058269, -0.439345, 0.424982, -0.056647, -0.433792, -0.418542, -0.061313, -0.432432, 0.414068, -0.062036, -0.435672
-0.000067, -0.000012, 0.000001, -0.000076, 0.000023, -0.000059, -0.417351, -0.058285, -0.439403, 0.425019, -0.056653, -0.433845, -0.418427, -0.061376, -0.432427, 0.413964, -0.062102, -0.435666, 0.000814, -0.000094, -0.000567, -0.000278, 0.000251, -0.000319, 0.000884, -0.000314, -0.000506, -0.000547, -0.000197, -0.000429, -0.417309, -0.058269, -0.439353, 0.424975, -0.056643, -0.433793, -0.41853, -0.061311, -0.432448, 0.414061, -0.062032, -0.435688
-0.000096, -0.000021, 0.000021, 0.000033, 0.000031, 0.000012, -0.417338, -0.058287, -0.439413, 0.425013, -0.056652, -0.433849, -0.41841, -0.061381, -0.432439, 0.41395, -0.062108, -0.435676, 0.000551, -0.000255, -0.000427, -0.000563, -0.000026, -0.000337, 0.000733, -0.000421, -0.000441, -0.000766, -0.000444, -0.00039, -0.417354, -0.058285, -0.439402, 0.425023, -0.056654, -0.433842, -0.418433, -0.061375, -0.432426, 0.413967, -0.0621, -0.435664
-0.000117, -0.000007, 0.000043, -0.00001, -0.000015, 0.000087, -0.417323, -0.058287, -0.439423, 0.425009, -0.056652, -0.433852, -0.418393, -0.061385, -0.432453, 0.413938, -0.062114, -0.435685, 0.000989, -0.000312, -0.000503, -0.000465, -0.000005, -0.00025, 0.000987, -0.000249, -0.000534, -0.000581, -0.000378, -0.000288, -0.417341, -0.058286, -0.439412, 0.425017, -0.056654, -0.433846, -0.418416, -0.061379, -0.432438, 0.413955, -0.062107, -0.435672
-0.000129, -0.00003, 0.000034, 0.000043, -0.000105, -0.000057, -0.417307, -0.058287, -0.439433, 0.425004, -0.056649, -0.433855, -0.418379, -0.061385, -0.43247, 0.41393, -0.062116, -0.435698, 0.000931, -0.000256, -0.000518, -0.0008, -0.000285, -0.000212, 0.000609, -0.000289, -0.000521, -0.000705, -0.000311, -0.000384, -0.417327, -0.058287, -0.439421, 0.425012, -0.056655, -0.433849, -0.4184, -0.061383, -0.432451, 0.413944, -0.062113, -0.435681
-0.000081, -0.000013, 0.00002, -0.000046, 0.00019, -0.000053, -0.417292, -0.058293, -0.439443, 0.424997, -0.056652, -0.433859, -0.418364, -0.061392, -0.432485, 0.413917, -0.062122, -0.435711, 0.00076, -0.000549, -0.000676, -0.000455, -0.000364, -0.00057, 0.001077, -0.000522, -0.000411, -0.000859, -0.000586, -0.000363, -0.417312, -0.058288, -0.439429, 0.425008, -0.056654, -0.43385, -0.418386, -0.061384, -0.432467, 0.41394, -0.062117, -0.435691
-0.00007, -0.000026, 0.000079, 0.000075, 0.000174, -0.000049, -0.41728, -0.058298, -0.439452, 0.424992, -0.056655, -0.433863, -0.418346, -0.061398, -0.432497, 0.413902, -0.062129, -0.435721, 0.000561, -0.000442, -0.000357, -0.000593, -0.000378, -0.000169, 0.000913, -0.000563, -0.000379, -0.00106, -0.000631, -0.000239, -0.417299, -0.058294, -0.439438, 0.425001, -0.056656, -0.433855, -0.418376, -0.061391, -0.432482, 0.413929, -0.062122, -0.435706
-0.000043, -0.000039, 0.000053, 0.000096, 0.000023, -0.000074, -0.417267, -0.058301, -0.439462, 0.424986, -0.056656, -0.433867, -0.418328, -0.061408, -0.432507, 0.413885, -0.062139, -0.435728, 0.000699, -0.000237, -0.000418, -0.000365, -0.000275, 0.000017, 0.00083, -0.000386, -0.000495, -0.000809, -0.00051, -0.000289, -0.417285, -0.058301, -0.439447, 0.424995, -0.05666, -0.433857, -0.418361, -0.061399, -0.432493, 0.413913, -0.062128, -0.435718
-0.000073, 0.000002, 0.000038, -0.000223, -0.000034, 0.000005, -0.417252, -0.058305, -0.439473, 0.424984, -0.056656, -0.43387, -0.41831, -0.061417, -0.432516, 0.413872, -0.062146, -0.435735, 0.00088, -0.000394, -0.000216, -0.00007, 0.000074, -0.000117, 0.001029, -0.000376, -0.000416, -0.00052, -0.000111, -0.000528, -0.417275, -0.058299, -0.439457, 0.424992, -0.056658, -0.433862, -0.418341, -0.061401, -0.432505, 0.4139, -0.062134, -0.435724
